original	label	prediction	demonstration
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版	我们看看做个标书
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	我带自己的电脑啊
小客套走向常识	小客套走向常识	小客套	老公也在我这边
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的放在房东里	恩那我们周一周二会不会不上课啊
这些英语看向显卡	这些英语看向显卡	这些英语看向	他远程指挥他们的人
俺的势头放在游击队里	俺的势头放在游击队里	## add && delete	我上次摸过她孩子的屁股了
什么接口死于这老公	什么接口死于这老公	## add && delete	我在看那套小说
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放	我怕她知道我们的聊天
哪个大厕所放在科技中	哪个大厕所放在科技中	## add && delete	要不然谁知道怎么回事
这屏幕发生在驾照精神	这屏幕发生在驾照精神	屏幕驾照精神	我都没你们电话
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	你喜欢什么样的呢
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这策划保存在样子上	你找天来我宿舍拿吧
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	你可以查查你们那边的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	繁忙的眼霜	你们是现代版的爱情神话
男的结果放在友情科技	男的结果放在友情科技	结果放在友情	不过她应该也有些心理准备了
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	他搞他的我搞我的
这经理生活在耐心公园	这经理生活在耐心公园	## add && delete	他也是四个月暑假啊
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	你找哪个大夫啊
公园指向行政的天线	公园指向行政的天线	公园指向行政的	那人都是这样的啊
这些个大的男人死于好多高中	这些个大的男人死于好多高中	大的	你什么时候去
那个电池始于不少工号	那个电池始于不少工号	那个电池始于不少	那个男生很有你当年的感觉
机会水平位于所谓的学期	机会水平位于所谓的学期	机会位于学期	你那边应该就是保洁的了
很多安排坐在事情上	很多安排坐在事情上	## add && delete	电脑就是处理器显卡和内存
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假看向新的幸福	你打下我电话吧
