original	label	prediction	demonstration
俺的势头放在游击队里	俺的势头放在游击队里	俺势头在游击队	那我这个星期不回去
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	奶妈是不是切断了跟外界滴联系啊
老工作看向价格的对话	老工作看向价格的对话	老工作价格对话	你办个招行和广发的就行
小客套走向常识	小客套走向常识	小客套常识	你可以去其他地方测试一下
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	我可以包你晚饭
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在	消费者是大赢家
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	我带自己的电脑啊
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向新幸福	呀你啥时候发的啊
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## add && delete	人家是个大型连锁
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	这个是耳鼻喉科的手术申请单
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐公安时间	我周日晚上走
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	我去找我妈吃饭了
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## same	那个适合小婴儿
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	你可以去研究这种社会课题了
两个教育挂在你的科技	两个教育挂在你的科技	教育挂在科技	国内驾照只能在这里用一个月
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	我找别的系的
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的	你看社区地图
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在驾照	反正我觉得自己是这样的
很多安排坐在事情上	很多安排坐在事情上	很多安排事情上	你啥时来
什么接口死于这老公	什么接口死于这老公	什么接口死于	你可以加我人人
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	我跟我同事一起弄她的店
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店走向繁忙	你啥时候调去的
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	小孩教育真是一门大学问
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你可以问问其他客户
