original	label	prediction	demonstration
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你要相信你女朋友
这屏幕发生在驾照精神	这屏幕发生在驾照精神	屏幕发生在驾照精神	你就带着这些东西来就好了
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这个	桌面上就有个这个
那个电池始于不少工号	那个电池始于不少工号	## add && delete	他教刑事司法系统的
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看新幸福	你有铁饭碗就好好珍惜吧
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	## reorder && delete	你同学在哪家医院的
小客套走向常识	小客套走向常识	小客套走	你有朋友找女朋友吗
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	俺们这边游击队野战军自己折腾
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	你是我的初恋
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	你发到我信箱吧
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	你们是开发商还是营销策划
这些英语看向显卡	这些英语看向显卡	这些看显卡	那你请啥假
很多安排坐在事情上	很多安排坐在事情上	## reorder	心里各种状况或多或少有个预判
两个教育挂在你的科技	两个教育挂在你的科技	两个教育	那是理想国
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹师傅放在房东里	那你就吃点饭打发一下时间嘛
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	我不开那样的
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人在网线中	贪字头上一把刀
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	我今天下午困死了
什么接口死于这老公	什么接口死于这老公	什么接口死于	男人不是女人的全部
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头游击队	家里一堆事情
想法护照停在根本交换机上	想法护照停在根本交换机上	## reorder && delete	以后人类也是转基因的了呢
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他里	她不能算新编辑啊
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	你还记得你的账号吗
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所	你机票多少钱
