original	label	prediction	demonstration
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在耐心	你雇了多少个人
想法护照停在根本交换机上	想法护照停在根本交换机上	想法停在上	你不是有他的号吗
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向人品	我哪有什么关系
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安时间	你头像怎么是黑的
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	我查了那是个退税公司
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在样子上	你可以去研究这种社会课题了
公园指向行政的天线	公园指向行政的天线	公园指向	她安排了别的任务
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	我们得见个面
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	现在你用什么模块
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	你给我说你什么时候有时间
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	你说你们这届的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	你上午还是下午有时间做
那个电池始于不少工号	那个电池始于不少工号	那个电池始于工号	他不管这些子事
小客套走向常识	小客套走向常识	小客套走向	因为我手机是白的
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	反正我是没洗过十多分钟的脸
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	这个交通标识是什么意思
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	你半个月来一次
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	弱国就是大国的练兵场啊
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## same	那你就宁愿不结婚也不要华师的
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add && delete	你男人已经把你当成私有财产了
大型的达人摆放在网线中	大型的达人摆放在网线中	达人在网线中	你不在一早上了
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	你有朋友找女朋友吗
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你想多少人
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口	我是大爷型的
