original	label	prediction	demonstration
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	你办个招行和广发的就行
俺的势头放在游击队里	俺的势头放在游击队里	## add && delete	你找哪个大夫啊
这些英语看向显卡	这些英语看向显卡	## add && delete	你该找个妹子了
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	我不清楚管理员密码
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## same	我之前有认识另外一位医生
公园指向行政的天线	公园指向行政的天线	公园指向	她安排了别的任务
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你电梯上	不过我不敢跟她聊这方面
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐公安时间	你啥时候调去的
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	但是这个数是周五的股价
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	我就见过好几个这样的人
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	他知道这个事
胖标书指向原版的老乡	胖标书指向原版的老乡	## add && delete	他家各种黄片啊
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	时间一定要这个时候吗
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你的	于是我更加关注这支球队
老工作看向价格的对话	老工作看向价格的对话	老工作看	我们公司在搞什么二十周年庆
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙眼霜	呵呵咱俩差一辈了
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	你要是个男的就好了
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	只不过大部分人有些特殊需求
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在里	法官属于活跃分子呢
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假看向新的幸福	你打下我电话吧
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于所谓的	祖上多少代都没这基因
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	他们住一楼
什么接口死于这老公	什么接口死于这老公	什么接口	我知道那个地方
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	各有各的好吧
