original	label	prediction	demonstration
男的结果放在友情科技	男的结果放在友情科技	男的结果放友情科技	我都没你们电话
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	它分蛮多版面
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	哦你们是真正的中产阶级
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	以前我每天早上都路过的
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add && delete	我在抢专家号呢
哪个大厕所放在科技中	哪个大厕所放在科技中	## reorder	你么时候来呀
公园指向行政的天线	公园指向行政的天线	公园的天线	你不在一早上了
那个电池始于不少工号	那个电池始于不少工号	那个电池始于工号	你是本科生还是研究生呢
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add && delete	你能来我办公室不
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书原版老乡	那你喜欢什么样的
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	你啥时来
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	你想多少人
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	官方就需要这样的代表
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯	我觉得我婆婆神经有些问题
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	这就是相声小品的文件
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你的	你们是开发商还是营销策划
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	本来文件是什么格式
很多安排坐在事情上	很多安排坐在事情上	很多安排坐事情上	以后人类也是转基因的了呢
这些英语看向显卡	这些英语看向显卡	这些英语看向	我们周二晚上还有女生节晚会
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	我们住哪个酒店
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	同质化竞争到底坑了谁的爹
什么接口死于这老公	什么接口死于这老公	## add && delete	我下个月去买车
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	我们自己去搞自己的
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	这样我会有心理负担
