original	label	prediction	demonstration
公园指向行政的天线	公园指向行政的天线	公园指向的天线	你有铁饭碗就好好珍惜吧
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	我自己减少了和他们的交往
想法护照停在根本交换机上	想法护照停在根本交换机上	护照停在交换机上	你可以去其他地方测试一下
男的结果放在友情科技	男的结果放在友情科技	男的友情科技	他不是你亲弟弟吧
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	友情是体系外额外的东西
这经理生活在耐心公园	这经理生活在耐心公园	## add && delete	他问咱有免税政策嘛
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	那你就买植村秀的
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头	这是你才华的发动机
小客套走向常识	小客套走向常识	小客套常识	那是你一辈子的事耶
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	我上次摸过她孩子的屁股了
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	我到过一家天线厂
两个教育挂在你的科技	两个教育挂在你的科技	挂在你的科技	你们那边可以挂国内老板吗
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平学期	你那边现在几点
很多安排坐在事情上	很多安排坐在事情上	很多安排	这就是相声小品的文件
那个电池始于不少工号	那个电池始于不少工号	## add && delete	你同学在哪家医院的
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在里	你还有一个小时吧
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于高中	我们周二晚上还有女生节晚会
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add	那门课的成绩就是专四成绩
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	我已经不在乎了反正是太平公主
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	你啥时候去开会啊
老工作看向价格的对话	老工作看向价格的对话	## reorder && delete	独立学院的就一个商贸英语类专业
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	大屏幕是台电脑吗
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add && delete	我说中了师傅的心思吧
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	你是骨科的吗
