original	label	prediction	demonstration
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	我们现在客户需要这类的图书
很多安排坐在事情上	很多安排坐在事情上	很多安排	你是不是有车老师的邮箱之类的
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	她是个行政的主任
公园指向行政的天线	公园指向行政的天线	公园天线	你是男的女的呀
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于的学期	你同学在哪家医院的
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间人品学前班	我都没你们电话
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	所以我才有其他想法
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	恩我正在订机票酒店什么的
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	低矮的意思	你大概是什么时候过来
小客套走向常识	小客套走向常识	走向常识	你那边应该就是保洁的了
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	老公也在我这边
老工作看向价格的对话	老工作看向价格的对话	## add && delete	姐姐收到我的邮件了吗
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指老乡	他应该没多久假期吧
想法护照停在根本交换机上	想法护照停在根本交换机上	## add	民主是不是好东西
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向幸福	下次他什么时候来
这些个大的男人死于好多高中	这些个大的男人死于好多高中	大男人死于高中	好汉不提当年勇
那个电池始于不少工号	那个电池始于不少工号	那个电池	我们没有初稿这一说
这些英语看向显卡	这些英语看向显卡	这些英语看向	他不管这些子事
什么接口死于这老公	什么接口死于这老公	## add && delete	书记今天下午回来
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	你们是现代版的爱情神话
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	你在哪个医院
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	附近有个民生银行
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在	忠厚保持到生命最后一刻
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	你看我的签名
