original	label	prediction	demonstration
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	女性撑起半边天
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在驾照	要不然我也旧貌换新颜啦
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	他一般不参加我的活动
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	他加入他们群了
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	你是什么时候来
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## same	那你就宁愿不结婚也不要华师的
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	要不然谁知道怎么回事
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	我哪有什么关系
什么接口死于这老公	什么接口死于这老公	什么接口死于	我们都是一家人
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存	我怎么觉得我有点晚睡强迫症
老工作看向价格的对话	老工作看向价格的对话	老工作	他搞他的我搞我的
小客套走向常识	小客套走向常识	小客套走向	我之前有认识另外一位医生
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个	这是你们的考验
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些大男人死于高中	你看什么稿子啊
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头停在夜行的电子版上	呀你啥时候发的啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走人品学前班	你啥时候去开会啊
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	那张有大师水平
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料工号旁边	家里一堆事情
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	你昨儿个晚上又做贼去了
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙	好汉不提当年勇
公园指向行政的天线	公园指向行政的天线	公园指向天线	我先看看检查结果
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	很多厂家也会做甲方的工作
这些英语看向显卡	这些英语看向显卡	这些英语看显卡	方向和汽车应该没什么关系
两个教育挂在你的科技	两个教育挂在你的科技	两个挂的	我买了挺多肉丸的
