original	label	prediction	demonstration
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	你回来不写比赛材料吗
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	我不知道他们邮箱
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	情感的缺失给我造成不少的困扰
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	你真不知道男孩女孩啊
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头在游击队里	要不然谁知道怎么回事
这些英语看向显卡	这些英语看向显卡	这些英语看显卡	昨天那个阿姐叫什么名字啊
什么接口死于这老公	什么接口死于这老公	什么接口	他是纯爷们
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	你发到我信箱吧
公园指向行政的天线	公园指向行政的天线	公园指向行政天线	我一般这个时候会上
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我说你哥的孩子
暑假医生看向新的幸福	暑假医生看向新的幸福	医生看向新的幸福	我不同意师傅的看法
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add && delete	那是旧社会
两个教育挂在你的科技	两个教育挂在你的科技	两个	这是你才华的发动机
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	雨巷是总结过去的一种感情
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙的	利民经常干这种事情的
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add	它和启明是一个概念
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	你有铁饭碗就好好珍惜吧
男的结果放在友情科技	男的结果放在友情科技	## add && delete	我今天下午困死了
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	你在外面问的什么价格啊
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## same	最近我们这里下了很多场大雪
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	我下班去买点药
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你不在一早上了
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	那个超声喷雾做的是球形的
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于所谓的学	我觉得我婆婆神经有些问题
