original	label	prediction	demonstration
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	出院科室里面有个床号
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少发生在你的电梯上	我就该当家庭主妇哈哈哈
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	灵感来自我师母
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照	现在这里早上十点半
什么接口死于这老公	什么接口死于这老公	什么接口	你说你们这届的
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## same	所以技术人员一般都拿不了多少钱
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所	我们没有初稿这一说
这些英语看向显卡	这些英语看向显卡	英语看显卡	我写点东西你早点休息吧
大型的达人摆放在网线中	大型的达人摆放在网线中	大型达人网线中	你发到我信箱吧
很多安排坐在事情上	很多安排坐在事情上	很多安排	这个要熊猫的那个
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	我们做弱电系统
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子坐在时间上	我路痴一个捏
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我说你哥的孩子
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	你们是开发商还是营销策划
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生驾照精神	你是什么时候来
这经理生活在耐心公园	这经理生活在耐心公园	## same	利民经常干这种事情的
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	很多厂家也会做甲方的工作
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	你只谈谈你的想法就行
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add && delete	胡萝卜不是小人参吗
那个电池始于不少工号	那个电池始于不少工号	## add	反正我觉得自己是这样的
小客套走向常识	小客套走向常识	小客套	反正我是没洗过十多分钟的脸
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他护士里	那只是一方面
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	法律是道德的最底线
公园指向行政的天线	公园指向行政的天线	公园指向	洋插队是什么意思
