original	label	prediction	demonstration
胖标书指向原版的老乡	胖标书指向原版的老乡	## add	一个破游戏圈多少钱啊
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	各拥一片天
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	这是最好情况哈
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看新幸福	你半个月来一次
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## same	所以技术人员一般都拿不了多少钱
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	你肯定是一个好爸爸
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在	但是这个数是周五的股价
大型的达人摆放在网线中	大型的达人摆放在网线中	大型达人摆放网线中	你可以问问其他客户
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## same	国内驾照只能在这里用一个月
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生驾照精神	笨笨你什么时候放假啊
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	你得要多长时间
公园指向行政的天线	公园指向行政的天线	公园指向行政天线	你有什么事情跟大人讲了啊
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平所谓学期	你这年纪轻轻滴失眠个什么撒
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在中	我也要试试这个机构才行
这些英语看向显卡	这些英语看向显卡	## same	我跟他都做了酒店的英语测试
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	我搬新家了
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个男人死于好多高中	我今天下午困死了
很多安排坐在事情上	很多安排坐在事情上	## add && delete	那我明天早上跟她说吧
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	你找天来我宿舍拿吧
什么接口死于这老公	什么接口死于这老公	死于这老公	你自己住间房还是跟别人一起住啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	你打下我电话吧
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	我都没你们电话
想法护照停在根本交换机上	想法护照停在根本交换机上	## add && delete	他教刑事司法系统的
那个电池始于不少工号	那个电池始于不少工号	## reorder	他们住一楼
