original	label	prediction	demonstration
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	我当你推荐人啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	你是不是有车老师的邮箱之类的
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在	那个男生很有你当年的感觉
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活	那个是所有的
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生新幸福	要不你住我们家附近的酒店
男的结果放在友情科技	男的结果放在友情科技	## add && delete	对男生你有什么期望呢
公园指向行政的天线	公园指向行政的天线	公园指向天线	我们没有初稿这一说
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在中	你啥时来
这些英语看向显卡	这些英语看向显卡	这些英语看显卡	你们都给我打低分
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	你要相信你女朋友
小客套走向常识	小客套走向常识	小客套常识	预产期什么时候啊
想法护照停在根本交换机上	想法护照停在根本交换机上	护照停在交换机上	我先看看他们接不接受境外信用卡
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	我周日晚上走
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	你看我身边的老乡
那个电池始于不少工号	那个电池始于不少工号	## add && delete	或者你那个地方什么时候会招人呢
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	我准备了好长时间嗯
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	昨天那个阿姐叫什么名字啊
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平学期	我不开那样的
不少家庭生活在天线里	不少家庭生活在天线里	## add	每天往返路程需要多长时间
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	你有宽胶带吗
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## add && delete	其实里面也没有爱情故事
很多安排坐在事情上	很多安排坐在事情上	## add && delete	我没有淘宝账号
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯	我已经不在乎了反正是太平公主
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放	它分蛮多版面
