original	label	prediction	demonstration
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版的	龙猫属于夜行动物
这些英语看向显卡	这些英语看向显卡	## add && delete	咱们怎么个行程啊
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭	这是你们的考验
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	你真是大好人
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生精神	你给我报个价吧
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生新幸福	我哪有什么关系
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	然后你把钱打到我的支付宝
那个电池始于不少工号	那个电池始于不少工号	## add	这个能不能加点内容
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	俺们这边游击队野战军自己折腾
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头	我知道那个地方
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你的	那你找找那本书
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	结果你不接我电话
大型的达人摆放在网线中	大型的达人摆放在网线中	## add && delete	我就开了个台球厅和一个网络公司
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	那是我们的共性
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙的	你孙女是个大老粗
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思	哦我们没有冬季工装
公园指向行政的天线	公园指向行政的天线	公园指向	我提供电子版的
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	徒弟只能做到这个程度
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活	我找别的系的
老工作看向价格的对话	老工作看向价格的对话	老工作看	你看社区地图
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我父母这次去我姐姐家
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	我还是坐周晨那儿
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	他一般不参加我的活动
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	他不是我老公
