original	label	prediction	demonstration
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	法官属于活跃分子呢
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅放在里	你是个大好人啊
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这保存在同事样子上	它应该是我党的标杆城市啊
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭	我周六凌晨的飞机
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	出现在历史上	你那里还有我的照片吗
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计在公安时间上	她前一段时间在幼儿园打工
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	我去找我妈吃饭了
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	一张胶片多少钱大概
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	我那没有那些康乐消费
公园指向行政的天线	公园指向行政的天线	公园指向天线	哦我们没有这么多人
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	但是这个数是周五的股价
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add	心里各种状况或多或少有个预判
什么接口死于这老公	什么接口死于这老公	## add && delete	我们这里要调试大屏幕用的
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你	俺双方都是独生子女
这经理生活在耐心公园	这经理生活在耐心公园	经理耐心公园	忍字头上一把刀啊
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在	我不是冷血动物
老工作看向价格的对话	老工作看向价格的对话	老工作看向	你总是能看到营销的本质
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	我房东下学期有可能搬走
小客套走向常识	小客套走向常识	小客套	我有新衣服
想法护照停在根本交换机上	想法护照停在根本交换机上	想法停在上	我就该当家庭主妇哈哈哈
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	土地基金增强特区财政储备
很多安排坐在事情上	很多安排坐在事情上	## add && delete	我查下这里的时间
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口	机房里就一个交换机
这些英语看向显卡	这些英语看向显卡	这些看向显卡	他们学了奥数和奥英呀
