original	label	prediction	demonstration
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思	我查下这里的时间
很多安排坐在事情上	很多安排坐在事情上	很多安排	你是我的初恋
不少家庭生活在天线里	不少家庭生活在天线里	家庭在天线里	他是换全新的
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停根本交换机	你半个月来一次
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add && delete	你看什么稿子啊
老工作看向价格的对话	老工作看向价格的对话	老工作看	我带点小不点的小衣架
这经理生活在耐心公园	这经理生活在耐心公园	经理耐心公园	我回家路上干啥好呢
男的结果放在友情科技	男的结果放在友情科技	## add	我跟我同事一起弄她的店
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计在公安上	额我不是这个意思哦
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add && delete	我在抢专家号呢
这些英语看向显卡	这些英语看向显卡	## add && delete	你能来我办公室不
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	你的光环是你自己的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	你找天来我宿舍拿吧
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	它的副董是我的同学
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版	你看我身边的老乡
那个电池始于不少工号	那个电池始于不少工号	那个电池	我的微博里好多照片
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	到现在我都只能摸摸它脑袋而已
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	所以你先做前期工作
公园指向行政的天线	公园指向行政的天线	公园指向天线	你们是什么公司啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你	你可以加我人人
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些男人死于高中	俺双方都是独生子女
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	你可以去研究这种社会课题了
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平所谓学期	你这年纪轻轻滴失眠个什么撒
什么接口死于这老公	什么接口死于这老公	什么死于这	你有什么打算吗
