original	label	prediction	demonstration
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	其他宏伟护士里	你是骨科的吗
这些英语看向显卡	这些英语看向显卡	这些英语	我是说手机信息
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	也许你有你的难处
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少意思发生在你的电梯上	要不我还是周三周五去吧
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向	他是纯爷们
那个电池始于不少工号	那个电池始于不少工号	那个电池	我们每个人买了一个新秀丽的箱子
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	这样我会有心理负担
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在中	你的签名是神马意思啊
暑假医生看向新的幸福	暑假医生看向新的幸福	## add && delete	这里晚上十一点了
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	你敢嘲笑你哥
老工作看向价格的对话	老工作看向价格的对话	老工作看	我有招行的储蓄卡
两个教育挂在你的科技	两个教育挂在你的科技	两个挂在你的科技	我们周二晚上还有女生节晚会
男的结果放在友情科技	男的结果放在友情科技	男的结果	这是我的简历
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	你可以去研究这种社会课题了
小客套走向常识	小客套走向常识	## add && delete	它的副董是我的同学
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些大男人	你可以去其他地方测试一下
公园指向行政的天线	公园指向行政的天线	公园指向	我要打造巨星品牌
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料	这个啥意思
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐在公安	他一般不参加我的活动
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这保存在同事样子上	你那里还有我的照片吗
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	那是教育的问题
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	你问问销售的价格
俺的势头放在游击队里	俺的势头放在游击队里	势头放在游击队里	户口下月才能迁
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	他不是我老公
