original	label	prediction	demonstration
机会水平位于所谓的学期	机会水平位于所谓的学期	机会位于学期	你是啥星座呀
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	好汉不提当年勇
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你的	我查下这里的时间
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐在公安时间上	我今天上午去过你的店
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于好多	那你还要寄送什么推荐信
很多安排坐在事情上	很多安排坐在事情上	很多安排坐事情上	要不然我也旧貌换新颜啦
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在中	你可以去研究这种社会课题了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	钱到位你就买你单位的吧
那个电池始于不少工号	那个电池始于不少工号	那个电池始于不少	我们住哪个酒店
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹师傅房东里	机会大把的
不少家庭生活在天线里	不少家庭生活在天线里	## same	我倒是没有考虑过这个问题
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停电子版上	我写点东西你早点休息吧
什么接口死于这老公	什么接口死于这老公	什么接口死于	成人比赛全是业余的
这些英语看向显卡	这些英语看向显卡	这些英语看向	我跟我同事一起弄她的店
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	我怕她知道我们的聊天
公园指向行政的天线	公园指向行政的天线	公园指向	我不知道他们邮箱
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的摆放在中	它应该是我党的标杆城市啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	你发我邮箱
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	我们都是一家人
小客套走向常识	小客套走向常识	走向常识	我不太好去她家做菜
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟	所以我才有其他想法
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假	我房东下学期有可能搬走
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	他是知青子女正在读博士
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	你有朋友找女朋友吗
