original	label	prediction	demonstration
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这保存在同事上	他应该没多久假期吧
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	国内驾照只能在这里用一个月
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在中	哎我也是这个点起来的
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生精神	那单词用什么书呢
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯	要不然谁知道怎么回事
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	男人不是女人的全部
小客套走向常识	小客套走向常识	小客套常识	恩我有现成的
两个教育挂在你的科技	两个教育挂在你的科技	挂在你的科技	我只能找兼职的了
那个电池始于不少工号	那个电池始于不少工号	那个电池始于	这是我的简历
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生	你那边现在几点
什么接口死于这老公	什么接口死于这老公	什么接口	你看我身边的老乡
我的燃料冲到工号旁边	我的燃料冲到工号旁边	燃料冲到工号旁边	你敢嘲笑你哥
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙眼霜	会员分散啥意思
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的	这是原先的模板
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	我的英文版在我这里啊
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	我找别的系的
机会水平位于所谓的学期	机会水平位于所谓的学期	机会位于学期	你有铁饭碗就好好珍惜吧
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	额我不是这个意思哦
很多安排坐在事情上	很多安排坐在事情上	## same	我今天上午去过你的店
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	俺双方都是独生子女
公园指向行政的天线	公园指向行政的天线	公园指向天线	不过我不敢跟她聊这方面
一条新的时间走向人品学前班	一条新的时间走向人品学前班	## add && delete	我去年年底感冒了一次病了一周
大型的达人摆放在网线中	大型的达人摆放在网线中	大型达人放网线中	还是你们在哪里再要一个孩子啊
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	那是男厕所
