original	label	prediction	demonstration
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你	你肯定是一个好爸爸
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头	我鄙视俺同学
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在科技中	那是男厕所
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计	还是你们在哪里再要一个孩子啊
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的摆放在网线中	他教刑事司法系统的
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	我到过一家天线厂
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向	她是个行政的主任
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	他也是四个月暑假啊
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	我打不通你的
不少家庭生活在天线里	不少家庭生活在天线里	## add	因为我这学期还不能做
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	所以我一个人在家
很多安排坐在事情上	很多安排坐在事情上	## same	每天往返路程需要多长时间
什么接口死于这老公	什么接口死于这老公	什么死于这老公	你受不了那种日子的
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## reorder && delete	你同学在哪家医院的
暑假医生看向新的幸福	暑假医生看向新的幸福	新的幸福	路由器在我这边
这经理生活在耐心公园	这经理生活在耐心公园	经理耐心公园	只是个人没什么好处
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些男人死于高中	你换用皮卡车吧
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	以后人类也是转基因的了呢
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	我的英文版在我这里啊
这些英语看向显卡	这些英语看向显卡	这些英语看向	不过我不敢跟她聊这方面
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这策划保存在同事样子上	你什么时候打的电话
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	你们是开发商还是营销策划
老工作看向价格的对话	老工作看向价格的对话	## add && delete	你有什么经验没
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	你有朋友找女朋友吗
