original	label	prediction	demonstration
什么接口死于这老公	什么接口死于这老公	什么接口死于这	我查了那是个退税公司
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹师傅放在房东里	那人都是这样的啊
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	然后你把钱打到我的支付宝
那个电池始于不少工号	那个电池始于不少工号	那个电池始于不少	最近我们这里下了很多场大雪
很多安排坐在事情上	很多安排坐在事情上	## add	一个破游戏圈多少钱啊
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我们只是公司的一个部门
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事样子	这个是什么意思
机会水平位于所谓的学期	机会水平位于所谓的学期	机会位于学期	那我明早一大早打吗
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	我就一个床一个桌子啊
小客套走向常识	小客套走向常识	客套常识	你只谈谈你的想法就行
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	我找找他的照片
一条新的时间走向人品学前班	一条新的时间走向人品学前班	## same	他们说暑假真不像个暑假
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	这是原版的
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	低矮的意思	俺们这边游击队野战军自己折腾
这屏幕发生在驾照精神	这屏幕发生在驾照精神	发生在驾照精神	你有铁饭碗就好好珍惜吧
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	我下个月去买车
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在网线	我开了个淘宝店
想法护照停在根本交换机上	想法护照停在根本交换机上	护照停在交换机上	胡萝卜不是小人参吗
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	你敢嘲笑你哥
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	他一般不参加我的活动
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	你给我说你什么时候有时间
男的结果放在友情科技	男的结果放在友情科技	结果放在友情科技	我给你介绍一个销售经理吧
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	我靠我真不该换这个签名的
俺的势头放在游击队里	俺的势头放在游击队里	## add	咱们怎么个行程啊
