original	label	prediction	demonstration
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	网上有房型图
那个电池始于不少工号	那个电池始于不少工号	那个电池	那是我们的共性
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮	而且哟你看了很多书嘛
两个教育挂在你的科技	两个教育挂在你的科技	## same	你上午还是下午有时间做
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	我之前有认识另外一位医生
这些英语看向显卡	这些英语看向显卡	这些英语	你是项目的骨干
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的	书记今天下午回来
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在网线	会员分散啥意思
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	我不知道他们邮箱
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	我还有点佩服你师傅这样的人
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add	桌面上就有个这个
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	我也有过这样的经历
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向新的	那你就宁愿不结婚也不要华师的
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划	你那边现在几点
小客套走向常识	小客套走向常识	## same	这周或下周我去社里
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在	但是这个数是周五的股价
什么接口死于这老公	什么接口死于这老公	什么接口	你就看请求那里
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	我懂他的意思
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	这是一段对话
这经理生活在耐心公园	这经理生活在耐心公园	## add && delete	他们学了奥数和奥英呀
不少家庭生活在天线里	不少家庭生活在天线里	## add && delete	你几几年的啊
很多安排坐在事情上	很多安排坐在事情上	安排坐事情上	蜡烛两头烧
公园指向行政的天线	公园指向行政的天线	公园指向行政的	我跟隔壁的用的一根网线
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙眼霜	呵呵咱俩差一辈了
