original	label	prediction	demonstration
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	她是个行政的主任
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	蜡烛两头烧
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个男人死于高中	你不是有他的号吗
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅	到现在我都只能摸摸它脑袋而已
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版的	教师待遇太低是根本原因
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	你们是开发商还是营销策划
这些英语看向显卡	这些英语看向显卡	这些	这是一段对话
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	他是纯爷们
老工作看向价格的对话	老工作看向价格的对话	## add && delete	我刚去看了一下所谓的米和油
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	你可以问问其他客户
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	你联系一下我们销售经理
那个电池始于不少工号	那个电池始于不少工号	电池始于工号	你啥时来
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	外部压力是内部调整的机遇
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	我登我的看看
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐在时间上	我只听过他家的卸妆油
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	我等下写个大概数给你发过去
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	主专业不是我们学院就是学校的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向	这是个永恒的矛盾
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	以前你是时尚达人
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的	我预约了心脏彩超
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	基本她没管家庭和小孩
公园指向行政的天线	公园指向行政的天线	公园指向	这个要熊猫的那个
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事样子	我就没有关心这个问题
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	那张有大师水平
