original	label	prediction	demonstration
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在房东	最近我们这里下了很多场大雪
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活	我又带进来一个败家娘们
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙的	那个超声喷雾做的是球形的
俺的势头放在游击队里	俺的势头放在游击队里	## add && delete	预产期什么时候啊
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	我下班去买点药
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向	各拥一片天
很多安排坐在事情上	很多安排坐在事情上	很多坐在事情上	他应该没多久假期吧
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	她前一段时间在幼儿园打工
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在精神	你们拓展是不是有那种攀岩啊
胖标书指向原版的老乡	胖标书指向原版的老乡	## add && delete	笨笨你什么时候放假啊
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	下次他什么时候来
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	老公也在我这边
公园指向行政的天线	公园指向行政的天线	公园指向天线	骨子里奔流着新闻热血
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些大男人	姐姐收到我的邮件了吗
两个教育挂在你的科技	两个教育挂在你的科技	两个挂科	那你就买植村秀的
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	我说你哥的孩子
这些英语看向显卡	这些英语看向显卡	这些英语看	你就看请求那里
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	同质化策划在同事上	你的手套还在我这里
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在夜行电子版上	房子车子都不是我们的名字
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	你要是个男的就好了
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在科技中	你真不知道男孩女孩啊
小客套走向常识	小客套走向常识	小客套走向	我跟我同事一起弄她的店
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	贪字头上一把刀
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	附近有个民生银行
