original	label	prediction	demonstration
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	恩那我们周一周二会不会不上课啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	人品学前班	楼顶各种小花园
公园指向行政的天线	公园指向行政的天线	公园指向	我们公司在搞什么二十周年庆
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口在其他护士里	那是你一辈子的事耶
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## add && delete	你敢嘲笑你哥
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书老乡	你们那边晚上几点啦
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活	我没那么大勇气
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	你找哪个大夫啊
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在房东	家是外地的
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭	他是纯爷们
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存	咱还没这实力
这些英语看向显卡	这些英语看向显卡	这些英语显卡	你可以查查你们那边的
什么接口死于这老公	什么接口死于这老公	什么接口死于这	小兵立大功
男的结果放在友情科技	男的结果放在友情科技	男的放友情	他是退工资的吧
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你电梯上	我也不知道他啥时候回来
那个电池始于不少工号	那个电池始于不少工号	## same	正好我现在一个同事有点心得
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放网线中	你什么时候填志愿啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育	我们没有初稿这一说
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	你可以搜索一下他的文章什么的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	你打下我电话吧
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	你还有一个小时吧
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	这是个永恒的矛盾
我的燃料冲到工号旁边	我的燃料冲到工号旁边	工号	那你还不就拿个提成
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生在	那个男生很有你当年的感觉
