original	label	prediction	demonstration
那个电池始于不少工号	那个电池始于不少工号	那个电池始于	其他的外国人都是同事同学
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	我下个月去买车
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在里	他不是我老公
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我没见过她老公
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家走向繁忙的	你那边应该就是保洁的了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	你是个大好人啊
什么接口死于这老公	什么接口死于这老公	什么接口	呵呵我无名小卒一枚
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	你就看请求那里
老工作看向价格的对话	老工作看向价格的对话	老工作看向	我看中了件欧时力的大衣
小客套走向常识	小客套走向常识	小客套常识	我也就这消费水平
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他里	我姐姐说她都这把年纪了
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	我们自己去搞自己的
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	这是个永恒的矛盾
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	你上午还是下午有时间做
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	我没那么大勇气
这经理生活在耐心公园	这经理生活在耐心公园	## add && delete	我下班去买点药
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这保存在样子上	他加入他们群了
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	我这里是晚上八点
这些英语看向显卡	这些英语看向显卡	## same	这样我会有心理负担
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	我也是女孩子哦
很多安排坐在事情上	很多安排坐在事情上	很多安排	我们是小社
公园指向行政的天线	公园指向行政的天线	公园指向行政	你入市了几多钱
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	这是我的简历
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照	你自己住间房还是跟别人一起住啊
