original	label	prediction	demonstration
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙	我也不知道他们的投诉电话
老工作看向价格的对话	老工作看向价格的对话	## add && delete	我就开了个台球厅和一个网络公司
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	改革开放不止一条路
公园指向行政的天线	公园指向行政的天线	公园指向的天线	你的手套还在我这里
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	我不清楚管理员密码
那个电池始于不少工号	那个电池始于不少工号	那个电池始于不少	我都是问中文的
这些英语看向显卡	这些英语看向显卡	这些英语看向	提前批好像是公安之类的
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	我不再是以前的我
两个教育挂在你的科技	两个教育挂在你的科技	两个挂在你的	法官属于活跃分子呢
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向	路由器在我这边
什么接口死于这老公	什么接口死于这老公	什么接口死于这	那盘菜是红烧排骨
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	不过我不敢跟她聊这方面
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	我开了个淘宝店
男的结果放在友情科技	男的结果放在友情科技	男的结果	你说你们这届的
大型的达人摆放在网线中	大型的达人摆放在网线中	大型达人网线中	我可没那么多钱
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	男人不是女人的全部
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	我明后天再给教练长打电话
暑假医生看向新的幸福	暑假医生看向新的幸福	## same	那个男生很有你当年的感觉
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生精神	他是退工资的吧
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思	那是我们的共性
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	我还是坐周晨那儿
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅	哎我今天中午也没睡觉
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	你们那边可以挂国内老板吗
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## same	然后你把钱打到我的支付宝
