original	label	prediction	demonstration
公园指向行政的天线	公园指向行政的天线	公园指向天线	你回来不写比赛材料吗
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	心里先有个数
大型的达人摆放在网线中	大型的达人摆放在网线中	达人摆放在网线中	你还记得你的账号吗
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	在严肃的历史上	这周或下周我去社里
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	我不清楚管理员密码
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看新幸福	你又表演啥节目呀亲
这些英语看向显卡	这些英语看向显卡	这些英语显卡	我这边没装远程软件
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在房东	祖上多少代都没这基因
不少家庭生活在天线里	不少家庭生活在天线里	## add	一个破游戏圈多少钱啊
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add && delete	你们那边可以挂国内老板吗
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	呵呵这是你初恋吗
俺的势头放在游击队里	俺的势头放在游击队里	俺势头游击队	我们看看做个标书
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## add && delete	你有宽胶带吗
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他	但是公司有营销策划部门
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙的	每天往返路程需要多长时间
什么接口死于这老公	什么接口死于这老公	## add && delete	呵呵咱俩差一辈了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	我姐姐说她都这把年纪了
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	我比较喜欢头脑对抗
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	你喜欢什么样的呢
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	利民经常干这种事情的
两个教育挂在你的科技	两个教育挂在你的科技	## reorder && delete	你找天来我宿舍拿吧
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你可以加我人人
一条新的时间走向人品学前班	一条新的时间走向人品学前班	## add && delete	你几几年的啊
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	忍字头上一把刀啊
