original	label	prediction	demonstration
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add	你男人已经把你当成私有财产了
小客套走向常识	小客套走向常识	小客套	那是外置天线
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## same	但是房子里还有一个房间
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	欧元促进电子商务发展
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	这个要熊猫的那个
那个电池始于不少工号	那个电池始于不少工号	## add && delete	你同学在哪家医院的
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个放在中	我就该当家庭主妇哈哈哈
两个教育挂在你的科技	两个教育挂在你的科技	两个教育科技	他是换全新的
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	你头像怎么是黑的
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向的老乡	我都是用网络硬盘的
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	那你俩照什么主题
公园指向行政的天线	公园指向行政的天线	公园指向天线	其实里面也没有爱情故事
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在电梯上	我一直放低自己的底线
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	你要找天线供应商
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	你们是现代版的爱情神话
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看	你是个大好人啊
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	我在看那套小说
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活天线里	你这年纪轻轻滴失眠个什么撒
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他护士里	这周或下周我去社里
什么接口死于这老公	什么接口死于这老公	什么接口死于	我还有点佩服你师傅这样的人
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在	队员家长送了张卡
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	你该找个妹子了
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划	你说你们这届的
这些英语看向显卡	这些英语看向显卡	这些英语看显卡	对男生你有什么期望呢
