original	label	prediction	demonstration
想法护照停在根本交换机上	想法护照停在根本交换机上	护照停在交换机上	你回来不写比赛材料吗
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停电子版上	你啥时候调去的
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	他们家也有十字绣的
男的结果放在友情科技	男的结果放在友情科技	男的结果放在友情	我姐姐说她都这把年纪了
哪个大厕所放在科技中	哪个大厕所放在科技中	## same	我觉得我婆婆神经有些问题
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	你可以搜索一下他的文章什么的
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯	我带点小不点的小衣架
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕驾照精神	你办个招行和广发的就行
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事样子	方向和汽车应该没什么关系
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书	这是同学的婚纱
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店走向繁忙的眼霜	你就带着这些东西来就好了
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅放在房东里	你可以去研究这种社会课题了
小客套走向常识	小客套走向常识	小客套常识	女性撑起半边天
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在	那是理想国
很多安排坐在事情上	很多安排坐在事情上	## same	正好我现在一个同事有点心得
老工作看向价格的对话	老工作看向价格的对话	老工作看价格对话	你们拓展是不是有那种攀岩啊
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我们只是公司的一个部门
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## same	因为我手机是白的
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	冲冲要做一个小手术
公园指向行政的天线	公园指向行政的天线	公园指向天线	你不来交啥钱呀
什么接口死于这老公	什么接口死于这老公	## add && delete	于是我更加关注这支球队
暑假医生看向新的幸福	暑假医生看向新的幸福	## same	你啥时候去开会啊
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	我跟我同事一起弄她的店
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人	他是纯爷们
