original	label	prediction	demonstration
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	你看什么稿子啊
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	我还在那家电力公司
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	你还有一个小时吧
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙	你可以查查你们那边的
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人在网线中	最近我们这里下了很多场大雪
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	我也正在物色这方面的人才
不少家庭生活在天线里	不少家庭生活在天线里	不少	你什么时候打的电话
男的结果放在友情科技	男的结果放在友情科技	## add	洋插队是什么意思
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停电子版上	笨笨你什么时候放假啊
这些英语看向显卡	这些英语看向显卡	这些显卡	我周四晚火车
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	我们好像不能一趟车
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	它的副董是我的同学
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	反正我觉得自己是这样的
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在	我到过一家天线厂
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	主专业不是我们学院就是学校的
公园指向行政的天线	公园指向行政的天线	公园的天线	你是啥星座呀
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	户口下月才能迁
胖标书指向原版的老乡	胖标书指向原版的老乡	## reorder && delete	你受不了那种日子的
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	我查了那是个退税公司
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间人品学前班	你想多少人
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头	我说你哥的孩子
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思在你电梯上	你在哪个医院
两个教育挂在你的科技	两个教育挂在你的科技	两个挂在你的科技	我一般这个时候会上
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存	情感的缺失给我造成不少的困扰
