original	label	prediction	demonstration
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## same	龙猫属于夜行动物
这些英语看向显卡	这些英语看向显卡	这些英语看向	这周或下周我去社里
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	下次他什么时候来
一条新的时间走向人品学前班	一条新的时间走向人品学前班	## add && delete	他家各种黄片啊
什么接口死于这老公	什么接口死于这老公	什么接口	我没有干妈的微信
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	恩我正在订机票酒店什么的
小客套走向常识	小客套走向常识	小客套	我跟他都做了酒店的英语测试
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放	你发我邮箱
公园指向行政的天线	公园指向行政的天线	## reorder	恩那我们周一周二会不会不上课啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你科技	我跟你同学一个组啊
不少家庭生活在天线里	不少家庭生活在天线里	## add && delete	你那边现在几点
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	那个超声喷雾做的是球形的
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	我们住哪个酒店
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	我提供电子版的
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	排名啥时出啊
很多安排坐在事情上	很多安排坐在事情上	安排坐事情上	你啥时候去开会啊
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思发生	我们现在客户需要这类的图书
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放房东里	交流有些障碍了啊
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	老公也在我这边
那个电池始于不少工号	那个电池始于不少工号	那个电池始于不少	那个适合小婴儿
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	那你就吃点饭打发一下时间嘛
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版的	其实穷也是一种幸福
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	家是外地的
男的结果放在友情科技	男的结果放在友情科技	## add	我不知道上次你看了群聊记录没
