original	label	prediction	demonstration
小客套走向常识	小客套走向常识	小客套	这就是贫富差距的显现
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的	或者你那个地方什么时候会招人呢
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个男人死于好多高中	我今年年初开始也白头发了
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	家是外地的
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的摆放在网线中	你找哪个大夫啊
什么接口死于这老公	什么接口死于这老公	什么接口死于这	洋插队是什么意思
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	我也是去看看学校和环境的
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## same	你雇了多少个人
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	你几几年的啊
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	这是原版的
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	哦我们没有这么多人
很多安排坐在事情上	很多安排坐在事情上	## reorder	我有点事你先考察一下
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	你可以加我人人
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向	我只听过他家的卸妆油
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## same	教师待遇太低是根本原因
这些英语看向显卡	这些英语看向显卡	这些英语显卡	我准备了好长时间嗯
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	它的副董是我的同学
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	骨子里奔流着新闻热血
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	我们做弱电系统
男的结果放在友情科技	男的结果放在友情科技	男的	交流有些障碍了啊
俺的势头放在游击队里	俺的势头放在游击队里	俺的放在游击队里	我有你的啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂科技	我们看看做个标书
公园指向行政的天线	公园指向行政的天线	公园指向	俺双方都是独生子女
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	这是个永恒的矛盾
