original	label	prediction	demonstration
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	你的光环是你自己的
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	哎我也是这个点起来的
哪个大厕所放在科技中	哪个大厕所放在科技中	## add && delete	我搬新家了
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	你上午还是下午有时间做
这些个大的男人死于好多高中	这些个大的男人死于好多高中	大男人死于高中	雨巷是总结过去的一种感情
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	我们每个人买了一个新秀丽的箱子
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	我们都是一家人
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看新幸福	因为我们下学期有开理论犯罪学
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕	这是原先的模板
什么接口死于这老公	什么接口死于这老公	什么接口死于这	出院科室里面有个床号
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	哎我今天中午也没睡觉
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	人各有自己的生长规律和足迹
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划	社会主义不止一条路
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	孩子们去同学家过生日去了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲旁边	你是啥星座呀
公园指向行政的天线	公园指向行政的天线	公园指向行政天线	你又表演啥节目呀亲
小客套走向常识	小客套走向常识	小客套	这是个永恒的矛盾
两个教育挂在你的科技	两个教育挂在你的科技	两个挂在你的科技	我又带进来一个败家娘们
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐公安时间	你去接触个新人嘛
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add && delete	你还记得你的账号吗
想法护照停在根本交换机上	想法护照停在根本交换机上	根本交换机上	机房里就一个交换机
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙	我们是小社
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思在你电梯上	他应该没多久假期吧
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	龙猫属于夜行动物
