original	label	prediction	demonstration
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	法律是道德的最底线
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在房东	你想多少人
什么接口死于这老公	什么接口死于这老公	什么接口死于	他知道这个事
胖标书指向原版的老乡	胖标书指向原版的老乡	## add && delete	东方是什么职务啊
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	价位	你有朋友找女朋友吗
公园指向行政的天线	公园指向行政的天线	公园	这是你才华的发动机
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生	你那边现在几点
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	你得要多长时间
这些个大的男人死于好多高中	这些个大的男人死于好多高中	大男人死高中	你有宽胶带吗
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的	我只听过他家的卸妆油
小客套走向常识	小客套走向常识	小客套常识	哎我也是这个点起来的
一条新的时间走向人品学前班	一条新的时间走向人品学前班	走向人品学前班	他是知青子女正在读博士
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	我跟我同事一起弄她的店
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	而且哟你看了很多书嘛
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	下次他什么时候来
这些英语看向显卡	这些英语看向显卡	英语看显卡	你啥时候走
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	你在哪个医院
俺的势头放在游击队里	俺的势头放在游击队里	## same	那你还是打印电子版的吧
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	所以我才有其他想法
两个教育挂在你的科技	两个教育挂在你的科技	## reorder && delete	你下午几点结束
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	国内驾照只能在这里用一个月
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	你孙女是个大老粗
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这保存在同事样子上	我要打多少年的工呀
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店繁忙	我先看看检查结果
