original	label	prediction	demonstration
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	我也是去看看学校和环境的
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	这个交通标识是什么意思
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些大男人死于高中	你要找天线供应商
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的走向人品学前班	哎我也是这个点起来的
这些英语看向显卡	这些英语看向显卡	这些看向显卡	他在哪个城市啊
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	那我明早一大早打吗
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	你总是能看到营销的本质
哪个大厕所放在科技中	哪个大厕所放在科技中	## add && delete	电脑就是处理器显卡和内存
小客套走向常识	小客套走向常识	小客套	你看我身边的老乡
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计	我是说手机信息
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	右边的是我同学
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于所谓的	教师待遇太低是根本原因
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	我刚去看了一下所谓的米和油
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版老乡	咱没有那个本事跟着去学肯定不行
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在网线	她也是放弃了孩子的上课
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	我上个月去找他了
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的在你电梯上	因为我看她没什么兴趣
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	这是原版的
我的燃料冲到工号旁边	我的燃料冲到工号旁边	燃料冲工号旁边	你啥时来
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	这个能不能加点内容
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	你就看请求那里
公园指向行政的天线	公园指向行政的天线	公园指向行政的	他们说暑假真不像个暑假
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## add	就是你来我这也很方便啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在你的	原来你是个诗人
