original	label	prediction	demonstration
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add	心里各种状况或多或少有个预判
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安时间	我跟隔壁的用的一根网线
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个死于高中	我当你推荐人啊
两个教育挂在你的科技	两个教育挂在你的科技	两个教育	这个有点难度考倒了一堆人
暑假医生看向新的幸福	暑假医生看向新的幸福	医生看向幸福	你就看请求那里
那个电池始于不少工号	那个电池始于不少工号	那个电池始于工号	因为我们下学期有开理论犯罪学
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	标书停在电子版上	我那时候也有
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他里	你男人已经把你当成私有财产了
这些英语看向显卡	这些英语看向显卡	看向	右边的是我同学
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	你敢嘲笑你哥
什么接口死于这老公	什么接口死于这老公	## add && delete	你不在一早上了
很多安排坐在事情上	很多安排坐在事情上	很多安排坐事情上	要不然我也旧貌换新颜啦
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙的霜	我姐姐说她都这把年纪了
大型的达人摆放在网线中	大型的达人摆放在网线中	## same	所以技术人员一般都拿不了多少钱
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在里	这样的说法也震动了我们那个政府
小客套走向常识	小客套走向常识	小客套常识	这个能不能加点内容
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的	你能接受什么价位的
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向	十月一日为法定假日
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在天线	他们说暑假真不像个暑假
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在上	这个领导可能有领导的想法吧
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	飞月的也在我这里
老工作看向价格的对话	老工作看向价格的对话	老工作价格对话	糊涂人糊涂账
公园指向行政的天线	公园指向行政的天线	公园指向天线	你们公司叫什么名称
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	我开了个淘宝店
