original	label	prediction	demonstration
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店繁忙	这里有个天伦不不孕不育医院
什么接口死于这老公	什么接口死于这老公	什么接口死于	忍字头上一把刀啊
男的结果放在友情科技	男的结果放在友情科技	## add && delete	他也是四个月暑假啊
一条新的时间走向人品学前班	一条新的时间走向人品学前班	## reorder	或者你那个地方什么时候会招人呢
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	我找找他的照片
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	新国标放宽了钢材的使用范围
这些英语看向显卡	这些英语看向显卡	## same	我觉得我婆婆神经有些问题
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	你可以去研究这种社会课题了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	燃料冲到旁边	不过她应该也有些心理准备了
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	我都是问中文的
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口在宏伟护士里	她前一段时间在幼儿园打工
很多安排坐在事情上	很多安排坐在事情上	## add && delete	他不是你亲弟弟吧
老工作看向价格的对话	老工作看向价格的对话	## add && delete	我不知道上次你看了群聊记录没
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅放在房东里	我去年一年没有存到钱哦
哪个大厕所放在科技中	哪个大厕所放在科技中	## add	我倒是没有考虑过这个问题
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	你们是什么公司啊
两个教育挂在你的科技	两个教育挂在你的科技	## add	你又表演啥节目呀亲
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	官方就需要这样的代表
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	我就见过好几个这样的人
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	同质化策划同事样子	糊涂人糊涂账
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思在你电梯上	你去接触个新人嘛
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	我们不在一个办公室了
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	我这里是晚上八点
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生新幸福	交流有些障碍了啊
