demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	More carefully targeted intervention might actually reduce the need for government action	carefully targeted intervention might actually reduce the need for government action
That means huge travel bills	Frequent trading runs up high commission costs	runs up
Housing has been weak all year and especially so in the past five months	The East German economy is strong compared with other East bloc nations	fail to follow
It arrived just as the regulator handling such operations was retiring	Some would make even James Bond green with envy	some would make even james bond with envy
These revised figures also may explain some of the recent strength of the dollar	The Environmental Protection Agency is getting a lot out of the Superfund program	fail to follow
Wang had previously forecast a loss	Timber stocks got a big boost	fail to follow
Analysts expect others to show a similar pattern	Delayed financings also would affect the operations of many companies	fail to follow
Never once did she gasp for air or mop her brow	Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	speculation about a takeover fight has sent jaguar shares soaring
These big stocks greatly influence the Nasdaq Composite Index	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
You built your career on prejudice and hate	Accounting problems raise more knotty issues	accounting problems raise knotty issues
Recruiter Donald Clark does note an increase in searches for minority candidates	The inquiry soon focused on the judge	the inquiry soon focused
It is hoped that other Japanese would then follow the leader	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns or even losses
The engine plant may encompass plans for a joint components venture with Jaguar	Accepted theories state that investors require higher returns on riskier investments	accepted theories state that investors require higher returns
These revised figures also may explain some of the recent strength of the dollar	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
Most analysts had expected a sharper decline after the steep rise in August	This hurts the price of corporate bonds	this hurts corporate bonds
But weak car sales raise questions about future demand from the auto sector	He takes over a school system in the midst of radical reform	he takes over a school system in the midst of
Giant has interests in cement making and newsprint	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits are
Connaught is a biotechnology research and vaccine manufacturing concern	The airline also named Mickey Foret as president	the airline also named
It was the highest bid in history for a work of art	The Vatican was in the red last year	the vatican was
It is hoped that other Japanese would then follow the leader	That went over the permissible line for warm and fuzzy feelings	that went over the permissible line
Analysts expect others to show a similar pattern	The dollar rose against the Swiss and French francs	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	Innocent bystanders often are the victims	innocent bystanders often are
Other network applications have very different goals	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume
The recent sharp stock market decline exacerbated those concerns	Marketing and sales departments then urged abandonment of the pico project	fail to follow
