demonstration	test_sentence	response
Wang had previously forecast a loss	The challengers will have a big price advantage	the challengers will have a big price
The mining zone has thus remained one of the most desolate places in Africa	And he added that manufactured goods exports are still rising	fail to follow
Some industry groups consistently weather the storm better than others	The company just went public earlier this month	fail to follow
Other network applications have very different goals	Simpson is an auto parts maker	simpson is
The engine plant may encompass plans for a joint components venture with Jaguar	Eventually viewers may grow bored with the technology and resent the cost	eventually viewers may grow bored
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	All three funds posted negative returns for the year to date	all three funds posted
Connaught is a biotechnology research and vaccine manufacturing concern	Developers are also eyeing the real estate portfolios of major corporations	developers are
Civil suits against planners by clients seeking recovery of funds are increasingly common	Next year may see a drop of one percentage point	fail to follow
That means huge travel bills	Federal Paper Board sells paper and wood products	federal paper board sells
Opponents show that there are already more funds available than commendable reform efforts	Japanese government bonds showed little change	japanese government bonds showed little
The legal fight was the subject of a Wall Street Journal story yesterday	But the firm has never had a day like yesterday	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
They looked at the miniature and saw a giant folly	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
It also licenses optically based data storage and retrieval devices	Market Data Retrieval is a compiler of educational information and provides related services	market data retrieval
The mining zone has thus remained one of the most desolate places in Africa	But the lovebirds have a conflict	fail to follow
He expects Citicorp to take a similar step this year	Employees wore identification badges listing not only their names but also their dates of hire	fail to follow
Size and weight considerations also have limited screen displays	Stock prices edged up in quiet trading Friday	stock prices edged up in quiet trading
That means huge travel bills	The trend is making advocates of the tax cut less optimistic about success	the trend is
Recruiter Donald Clark does note an increase in searches for minority candidates	The company just went public earlier this month	the company just went public
Never once did she gasp for air or mop her brow	The team then proposed modifications in their work process to management	the team then proposed modifications in their work process
Repeat customers also can purchase luxury items at reduced prices	Each has an equal vote at the monthly meetings	each has a vote at the monthly meetings
Those current holders would also receive minority interests in the new company	Nissan will introduce a completely revamped Sentra next fall	nissan will introduce a completely revamped sentra
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The tape was on tv before the night was out	the tape was on tv
