demonstration	test_sentence	response
These big stocks greatly influence the Nasdaq Composite Index	Stock prices edged up in quiet trading Friday	stock prices edged up
They looked at the miniature and saw a giant folly	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter
The recent sharp stock market decline exacerbated those concerns	Investors with a heavy tax load should take out their calculators	fail to follow
Miss Brady is deputy director of the Russian Research Foundation in London	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
He expects Citicorp to take a similar step this year	But the push for cleaner fuels is increasing the attractiveness of natural gas	but the push for cleaner fuels is increasing the attractiveness of gas
It is hoped that other Japanese would then follow the leader	No one has alleged that the donations were by themselves illegal	no one has alleged that the donations were illegal
The company earns about half its revenue overseas and plans further expansion	Civil suits against planners by clients seeking recovery of funds are increasingly common	suits against planners by clients seeking recovery of funds are increasingly common
Broader averages also posted modest gains	His humility gives him a much better chance of success	his humility gives him a better chance
Housing has been weak all year and especially so in the past five months	Most British programming is more of an acquired taste	british programming is more of an acquired taste
Ashland had a loss	She was as cool as a cucumber	she was as cool
Analysts expect others to show a similar pattern	Steppenwolf needs the extra seats even more than the fly space	steppenwolf needs the extra seats even more
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Other scandal survivors are sometimes the best source of solace	other scandal survivors are sometimes the best source
The key here is the ambition of state Attorney General John Van de Kamp	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
Never once did she gasp for air or mop her brow	Los Angeles will be the site of a new entertainment division for the ad agency	fail to follow
They looked at the miniature and saw a giant folly	Canadian investment rules require that big foreign takeovers meet that standard	canadian investment rules require
The dispute was the subject of a Wall Street Journal article in August	The problem is not that the Fed is too unresponsive to the public interest	the problem is not
Ashland had a loss	But the new lens became the eye of a storm	but the new lens became
Repeat customers also can purchase luxury items at reduced prices	Investors and analysts applauded the news	analysts applauded the news
He expects Citicorp to take a similar step this year	Enfield is a holding company with interests in manufacturing concerns	enfield is a holding company with interests in manufacturing
He hit the lanes three years ago on the advice of his doctor	They promised yet more for really good stuff	they promised more for good stuff
The closely watched funds rate is what banks charge each other on overnight loans	The pocketbook impact of health benefits has driven business and labor to a surprising consensus	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	You built your career on prejudice and hate	fail to follow
The company reported good gains in all of its divisions	But most investors were seeking share prices and other information	but most investors were seeking
The closely watched funds rate is what banks charge each other on overnight loans	But its surprising progress so far holds important lessons for companies in trouble	but its progress holds important lessons for companies in trouble
