demonstration	test_sentence	response
He had been associate professor in the department of finance at Seton Hall University	The Marina rescue center offered a very San Franciscan response to the disaster	the marina rescue center offered a response
Analysts expect others to show a similar pattern	Farmers lay down before the bulldozers	farmers lay down
Miss Brady is deputy director of the Russian Research Foundation in London	Utilities management is a major commercial niche	utilities management is
The closely watched funds rate is what banks charge each other on overnight loans	Japan is not a political country	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	Some in Big Oil are easing the grip on their wallets	some in big oil are easing the grip on their
Broader averages also posted modest gains	Nor does it cover the entire portfolio	nor does it cover the portfolio
That means huge travel bills	It was the smallest monthly increase in a year	it was the smallest
The dispute was the subject of a Wall Street Journal article in August	Enfield is a holding company with interests in manufacturing concerns	enfield is
That means huge travel bills	Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	prices closed mixed
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Some economists found the mixture ominous	some economists found the mixture
Their verdict on real estate is almost the same	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns or even losses if interest rates rise
The team then proposed modifications in their work process to management	Other temperature data show similar unexplained swings	fail to follow
Housing has been weak all year and especially so in the past five months	The Fed has assumed a similar responsibility in the market for government securities	fail to follow
The company earns about half its revenue overseas and plans further expansion	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean diminished issuance of derivative mortgage issues
Never once did she gasp for air or mop her brow	It also found them rising much more in the Northeast than elsewhere	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The company reported good gains in all of its divisions	the company reported gains in all of its divisions
The engine plant may encompass plans for a joint components venture with Jaguar	These are curious times in South African politics	these are curious times
They looked at the miniature and saw a giant folly	This creates several problems	this creates
Some industry groups consistently weather the storm better than others	Van Nghe quickly made influential enemies	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	It should be a scream	it should be
These big stocks greatly influence the Nasdaq Composite Index	Only a few books fell in the reading room	only a few books fell
Repeat customers also can purchase luxury items at reduced prices	Most recently he had been executive vice president for planning and finance at Texas Air	most recently he had been executive vice president at texas air
Some industry groups consistently weather the storm better than others	Those include Rhin et Moselle Vie and Via Assurances	fail to follow
These revised figures also may explain some of the recent strength of the dollar	It also asked Mesa to keep the proposal confidential	it also asked mesa to keep the proposal
