demonstration	test_sentence	response
Housing has been weak all year and especially so in the past five months	That figure has been inching up for several years	that figure has been inching up for years
The company rejected those past proposals	The agreement is subject to government approval	the agreement is subject
Only now is it undergoing a badly needed facelift	Still the Salinger decision created a strong presumption against fair use of unpublished materials	still the salinger decision created a strong presumption against fair use
The recent sharp stock market decline exacerbated those concerns	The deal would require approval by a majority of Jaguar shareholders	fail to follow
East Bloc pollution data typically have been state secrets	El Paso owns and operates a petroleum refinery	el paso owns and operates
The two are also signing a trade agreement	Some funds are posting yields far higher than the average	some funds are posting yields far higher
They looked at the miniature and saw a giant folly	it defended appropriate constitutional safeguards and practical common sense	it defended
Repeat customers also can purchase luxury items at reduced prices	Integrated made its announcement after the market closed	integrated made its announcement
Analysts expect others to show a similar pattern	Wilfred closed its Massachusetts schools earlier this year	wilfred closed its massachusetts schools
Drug companies lost a major liability case	The great silver clouds on the horizon build themselves on the pale water	silver clouds on water
That means huge travel bills	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
Simpson is an auto parts maker	Yet he has proved more resilient than any of them	yet he has proved
These big stocks greatly influence the Nasdaq Composite Index	Most analysts had expected a sharper decline after the steep rise in August	most analysts had expected
Most earn high ratings from credit agencies	The two sides also traded accusations about the cost of the Packwood plan	the two sides also traded accusations
He had been associate professor in the department of finance at Seton Hall University	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is
You already know the answer	No one has alleged that the donations were by themselves illegal	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	Her story is becoming part of local folklore	fail to follow
You already know the answer	The pilots argued that this triggered a pay raise for them	the pilots argued that
The company reported good gains in all of its divisions	But the chain is quickly realizing the pitfalls of such endorsements	but the chain is quickly realizing
The company rejected those past proposals	All three funds posted negative returns for the year to date	all three funds posted
But even a little appeal has a lot of attraction these days	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
Size and weight considerations also have limited screen displays	Kyle manufactures electronic components	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	Paintings are just part of the picture	just part of the picture
Broader averages also posted modest gains	Size and weight considerations also have limited screen displays	size and weight considerations also limited screen displays
