demonstration	test_sentence	response
Broader averages also posted modest gains	The Northeast has been holding its own in the population race	the northeast has been holding its own
The key here is the ambition of state Attorney General John Van de Kamp	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes
These revised figures also may explain some of the recent strength of the dollar	Federal Paper Board sells paper and wood products	federal paper board sells
The team then proposed modifications in their work process to management	She expects both revenue and profit to gain this year	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	This starts in the construction phase through the use of minority contractors and local workers	this starts in the construction phase
Other network applications have very different goals	They talked of the home run	they talked of the
The mining zone has thus remained one of the most desolate places in Africa	The closely watched funds rate is what banks charge each other on overnight loans	the closely watched funds rate is
Those current holders would also receive minority interests in the new company	We scuttled along for a few feet before he plunged us into the drink again	we scuttled along for a few feet
The legal fight was the subject of a Wall Street Journal story yesterday	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
It was the highest bid in history for a work of art	Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Nissan will introduce a completely revamped Sentra next fall	nissan will introduce
It is hoped that other Japanese would then follow the leader	Yet he has proved more resilient than any of them	yet he has proved more resilient
Other network applications have very different goals	The most popular such shows focus on narrow national concerns	the most popular such shows focus
The company reported good gains in all of its divisions	Stock prices fell sharply in active trading	stock prices fell sharply
They looked at the miniature and saw a giant folly	Judges will write the real bill as suits roll through the courts	judges will write the real bill
Analysts had mixed responses to the results	One such company is Bankers Trust Co	one such company is
Opponents show that there are already more funds available than commendable reform efforts	Jeff Rowe contributed to this article	jeff rowe contributed
Drug companies lost a major liability case	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	the ferocious competition probably will drive some poorly managed properties into bankruptcy
Only now is it undergoing a badly needed facelift	Sierra Tucson operates an addiction treatment center	sierra tucson operates
Giant has interests in cement making and newsprint	The current ruble rate has long been out of line with the black market	the current ruble rate has
It arrived just as the regulator handling such operations was retiring	Both are mining concerns	both mining concerns
Employees wore identification badges listing not only their names but also their dates of hire	But industry observers still questioned whether Georgia Pacific will ultimately prevail	but industry observers still questioned
Other network applications have very different goals	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Two workers died and six remain in the hospital	two workers died
