demonstration	test_sentence	response
Miss Brady is deputy director of the Russian Research Foundation in London	The average recession lasts about a year	the average recession lasts
These revised figures also may explain some of the recent strength of the dollar	He again urged passage of a constitutional amendment outlawing abortion	he again urged passage of a constitutional amendment
Ashland had a loss	They have about seven candidates	they have about seven
Their verdict on real estate is almost the same	The figures occasionally include incomplete transactions in restricted stock	the figures occasionally include incomplete transactions
Broader averages also posted modest gains	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy
The closely watched funds rate is what banks charge each other on overnight loans	The talks came as Lebanese negotiations on political changes appeared deadlocked	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Her new line of work has some perils	new line of work has some perils
But even a little appeal has a lot of attraction these days	The board will be made up of seven directors of each holding company	the board will be made up of seven directors of each company
The key here is the ambition of state Attorney General John Van de Kamp	The result is a new and huge appetite for programming	the result is
Their verdict on real estate is almost the same	His humility gives him a much better chance of success	his humility gives him a much better chance
Drug companies lost a major liability case	Those current holders would also receive minority interests in the new company	those current holders would also receive
It is hoped that other Japanese would then follow the leader	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came as negotiations on political changes appeared deadlocked
He hit the lanes three years ago on the advice of his doctor	Some Wall Street firms monitor for recordkeeping purposes	wall street firms monitor for recordkeeping purposes
You already know the answer	An official linked the gain essentially to higher prices for beef and pork	fail to follow
You built your career on prejudice and hate	The peril of unlimited liability looms large for a number of them now	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	The historical profession will survive these decisions	the historical profession will survive
Only now is it undergoing a badly needed facelift	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders had suspended their lawsuits
Drug companies lost a major liability case	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is that the technique could identify
He hit the lanes three years ago on the advice of his doctor	The board will be made up of seven directors of each holding company	the board will be made up of seven directors of each company
Simpson is an auto parts maker	Craig Forman in London contributed to this article	craig forman is
The key here is the ambition of state Attorney General John Van de Kamp	The above represents a triumph of either apathy or civility	the above represents
Ashland had a loss	Other magazine publishing companies have been moving in the same direction	other magazine publishing companies have been moving in
Civil suits against planners by clients seeking recovery of funds are increasingly common	One bank stock was a winner	bank stock was a winner
