demonstration	test_sentence	response
Some industry groups consistently weather the storm better than others	It also lowered some air fares	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Craig Forman in London contributed to this article	craig forman contributed to this article
It was the highest bid in history for a work of art	But there was one bright spot yesterday	there was
The legal fight was the subject of a Wall Street Journal story yesterday	That injunction resulted from litigation between Temple and Sea Containers last May	that injunction resulted from litigation between temple and sea containers
Most earn high ratings from credit agencies	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday
Their verdict on real estate is almost the same	He reset opening arguments for today	he reset opening arguments
Wang had previously forecast a loss	This misguided policy could not prevent a British trade deficit	this misguided policy could not prevent
The engine plant may encompass plans for a joint components venture with Jaguar	At least half that growth will have come in the past three years alone	at least half that growth will have come
Analysts had mixed responses to the results	But the Rockefeller investment is its largest	but the rockefeller investment
Miss Brady is deputy director of the Russian Research Foundation in London	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
Developers are also eyeing the real estate portfolios of major corporations	Another poked a hole in the heel of his shoe	another poked a hole
Simpson is an auto parts maker	He had been associate professor in the department of finance at Seton Hall University	he had been
Most earn high ratings from credit agencies	Institutional buyers were the main force pushing blue chips higher	institutional buyers were
Most earn high ratings from credit agencies	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The team then proposed modifications in their work process to management	fail to follow
The company reported good gains in all of its divisions	All of the bidders contemplate full payment including interest to secured creditors	all of the bidders contemplate
Analysts expect others to show a similar pattern	Whittle has met some resistance	whittle has met
It is hoped that other Japanese would then follow the leader	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners are increasingly common
Now it is their fellow Turks arriving as refugees from Bulgaria	It was the smallest monthly increase in a year	it was
East Bloc pollution data typically have been state secrets	Now there are many cars for every purse and purpose	fail to follow
Analysts had mixed responses to the results	They used their judgment	they used
The closely watched funds rate is what banks charge each other on overnight loans	Deutsche Bank has actively sought a French acquisition for at least two years	fail to follow
Waxman sells a variety of hardware products for the home repair market	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor
The company reported good gains in all of its divisions	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed
