demonstration	test_sentence	response
That means huge travel bills	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter
The company earns about half its revenue overseas and plans further expansion	Unilever already has experienced some disappointment	unilever has experienced disappointment
Most earn high ratings from credit agencies	The American Stock Exchange listed shares of two companies	the american stock exchange listed
These big stocks greatly influence the Nasdaq Composite Index	Columbia announced the results after the close of the stock market	columbia announced the results
Repeat customers also can purchase luxury items at reduced prices	Canadian investment rules require that big foreign takeovers meet that standard	fail to follow
Opponents show that there are already more funds available than commendable reform efforts	The completion of the merger agreement follows months of twists and turns	the completion of the merger agreement follows months
Connaught is a biotechnology research and vaccine manufacturing concern	He is a lawyer with a string of academic degrees	he is
The closely watched funds rate is what banks charge each other on overnight loans	The problem is not that the Fed is too unresponsive to the public interest	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	We put some orders together	orders together
Ashland had a loss	He gave no further details	he gave no further
It arrived just as the regulator handling such operations was retiring	The British conglomerate cited the recent turmoil in financial markets	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	But the firm has never had a day like yesterday	fail to follow
Their verdict on real estate is almost the same	But Trelleborg still must clear some tough hurdles	fail to follow
It also licenses optically based data storage and retrieval devices	He had been president of the international operations	he had been president
Only now is it undergoing a badly needed facelift	The appeals court disagreed on both counts	the appeals court disagreed
The mining zone has thus remained one of the most desolate places in Africa	But most lawyers accept that the marketplace has spoken	but most lawyers accept
Never once did she gasp for air or mop her brow	It was down a little	fail to follow
You built your career on prejudice and hate	The June killings magnified the problems	june killings magnified problems
These big stocks greatly influence the Nasdaq Composite Index	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	the ferocious competition probably will drive
But even a little appeal has a lot of attraction these days	But the Rockefeller investment is its largest	the rockefeller investment is its largest
Analysts expect others to show a similar pattern	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted strong gains
Ashland had a loss	Japanese government bonds showed little change	japanese government bonds showed
Those current holders would also receive minority interests in the new company	And there were other blunders	and there were other
The company rejected those past proposals	The company earns about half its revenue overseas and plans further expansion	the company earns
