demonstration	test_sentence	response
He hit the lanes three years ago on the advice of his doctor	The plan is subject to approval by the bankruptcy court and others	the plan is subject to approval by others
Developers are also eyeing the real estate portfolios of major corporations	These revised figures also may explain some of the recent strength of the dollar	these revised figures also may explain
The dispute was the subject of a Wall Street Journal article in August	Chandler might have been predicting the course of his own career	chandler might have been predicting
The company earns about half its revenue overseas and plans further expansion	But most investors were seeking share prices and other information	most investors seeking share prices and other information
Miss Brady is deputy director of the Russian Research Foundation in London	The rise matches that of the Dow Jones industrials this year	the rise matches
The company earns about half its revenue overseas and plans further expansion	They looked at the miniature and saw a giant folly	they looked at the miniature and saw a folly
The mining zone has thus remained one of the most desolate places in Africa	The third principal in the South Gardens adventure did have garden experience	the third principal in the south gardens adventure did have experience
But even a little appeal has a lot of attraction these days	Your paper needs a serious reality check	your paper needs a reality check
Some industry groups consistently weather the storm better than others	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries the other is becoming too powerful and too vertically integrated
Connaught is a biotechnology research and vaccine manufacturing concern	Some institutional traders loved the wild ride	some institutional traders loved
Housing has been weak all year and especially so in the past five months	Judges will write the real bill as suits roll through the courts	fail to follow
Analysts expect others to show a similar pattern	That structural lack is crucial because investors are the only source of market liquidity	fail to follow
They looked at the miniature and saw a giant folly	His credentials are excellent for the task	his credentials are excellent
The mining zone has thus remained one of the most desolate places in Africa	The education establishment will fight against common sense every inch of the way	the education establishment will fight against common sense
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
The legal fight was the subject of a Wall Street Journal story yesterday	Prices of Treasury bonds tumbled in moderate to active trading	prices of treasury bonds tumbled
Most earn high ratings from credit agencies	The trust will issue the certificates	the trust will issue
Some industry groups consistently weather the storm better than others	But such skills were alien to Toni Johnson	fail to follow
Recruiter Donald Clark does note an increase in searches for minority candidates	But the Rockefeller investment is its largest	but the rockefeller investment is
They looked at the miniature and saw a giant folly	Americans place native or native speakers in charge of subsidiaries overseas	fail to follow
Giant has interests in cement making and newsprint	Most expect the decline in New York stock prices to continue this week	most expect
Developers are also eyeing the real estate portfolios of major corporations	Whether she can meet that ambitious goal is still far from certain	far from certain
Developers are also eyeing the real estate portfolios of major corporations	Hanson is a London producer of consumer and other goods	hanson is a london producer
They looked at the miniature and saw a giant folly	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders
