demonstration	test_sentence	response
That means huge travel bills	Surveys suggested that consumer confidence was high before Friday	surveys suggested
Broader averages also posted modest gains	No one has alleged that the donations were by themselves illegal	no one has alleged that the donations were illegal
The company earns about half its revenue overseas and plans further expansion	Stock prices finished about unchanged Friday in quiet expiration trading	stock prices finished friday in quiet expiration trading
The report of the bankruptcy filing stunned Hollywood executives and investors	Such trappings suggest a glorious past but give no hint of a troubled present	such trappings suggest a glorious past
Those current holders would also receive minority interests in the new company	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly
The company earns about half its revenue overseas and plans further expansion	Developers are also eyeing the real estate portfolios of major corporations	developers are eyeing the real estate portfolios of major corporations
Analysts expect others to show a similar pattern	The most pressing problem was the suspension of options trading	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	Other magazine publishing companies have been moving in the same direction	magazine publishing companies have been moving in the same direction
Those current holders would also receive minority interests in the new company	But another big problem has been the aging of baby boomers	but another big problem has been
Giant has interests in cement making and newsprint	That could shove a weak economy into recession	that could shove
Opponents show that there are already more funds available than commendable reform efforts	Some nights he slept under his desk	some nights he slept
Analysts expect others to show a similar pattern	But the firm has never had a day like yesterday	but the firm has never had a day like
The company reported good gains in all of its divisions	The two are also signing a trade agreement	the two are also signing
Repeat customers also can purchase luxury items at reduced prices	But this raises added cost barriers to urban entrepreneurship	but this raises added barriers to urban entrepreneurship
Those current holders would also receive minority interests in the new company	Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	prices closed mixed
It arrived just as the regulator handling such operations was retiring	Chandler might have been predicting the course of his own career	chandler might have predicting the course of his own career
You built your career on prejudice and hate	Kidder officials stand by their aggressive use of program trading	officials stand by aggressive program trading
But weak car sales raise questions about future demand from the auto sector	Cost is a key consideration because of the global sweep of the financial markets	cost is a key consideration because of the global sweep
Connaught is a biotechnology research and vaccine manufacturing concern	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges
Recruiter Donald Clark does note an increase in searches for minority candidates	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating
Waxman sells a variety of hardware products for the home repair market	Scientists also are exploring memory and perception with the new machines	scientists also are exploring
Never once did she gasp for air or mop her brow	One bank stock was a winner	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	West German bond prices ended lower after a day of aimless trading	west german bond prices ended after a day of aimless trading
Most earn high ratings from credit agencies	Inco shares fell after the announcements	inco shares fell
