demonstration	test_sentence	response
Repeat customers also can purchase luxury items at reduced prices	Last week the British displayed unusual political immaturity	last week the british displayed unusual immaturity
The closely watched funds rate is what banks charge each other on overnight loans	The pilots argued that this triggered a pay raise for them	fail to follow
The engine plant may encompass plans for a joint components venture with Jaguar	But observers expect broad support	observers expect
Ashland had a loss	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
It is hoped that other Japanese would then follow the leader	Institutional investors mostly remained on the sidelines Tuesday	institutional investors mostly remained on the sidelines
But weak car sales raise questions about future demand from the auto sector	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The Old Crowd is deeply concerned by the backlash from all this	the old crowd is deeply concerned
Connaught is a biotechnology research and vaccine manufacturing concern	She went first for personal mementos	she went first
The engine plant may encompass plans for a joint components venture with Jaguar	The contract also provides for advanced billing and network management services	the contract also provides
You already know the answer	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted strong gains
Most earn high ratings from credit agencies	Some economists found the mixture ominous	some found the mixture
He expects Citicorp to take a similar step this year	This is not the case	not the case
Developers are also eyeing the real estate portfolios of major corporations	You already know the answer	you already know
You already know the answer	The board will be made up of seven directors of each holding company	fail to follow
Simpson is an auto parts maker	But the shortages also spawned rampant speculation and spiraling prices	but the shortages also spawned
Wang had previously forecast a loss	Some economists expect further declines in investment spending	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	That could shove a weak economy into recession	that could shove
Only now is it undergoing a badly needed facelift	People have been very respectful of each other	people have been very respectful
Repeat customers also can purchase luxury items at reduced prices	Ashland expects that sale to be complete next year	fail to follow
Most analysts had expected a sharper decline after the steep rise in August	Marketing and sales departments then urged abandonment of the pico project	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	The state of New Hampshire has favored that plan	new hampshire has favored that plan
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The coating segment also posted higher sales particularly in North America and Europe	the coating segment also posted higher sales
The legal fight was the subject of a Wall Street Journal story yesterday	Abbie lies back and leaves the frame empty	abbie lies back
Most earn high ratings from credit agencies	The current ruble rate has long been out of line with the black market	the current ruble rate
