demonstration	test_sentence	response
You built your career on prejudice and hate	An assassin in Colombia killed a federal judge on a Medellin street	fail to follow
Analysts expect others to show a similar pattern	Nguyen Van Chan is living proof that old ways die hard	nguyen van chan is living proof
Other network applications have very different goals	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over a letter from his manager
It was the highest bid in history for a work of art	It is a peaceful time in this part of western India	it is
Developers are also eyeing the real estate portfolios of major corporations	But industry observers still questioned whether Georgia Pacific will ultimately prevail	but industry observers still questioned
These big stocks greatly influence the Nasdaq Composite Index	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly
Only now is it undergoing a badly needed facelift	There was no immediate estimate of damage from the company	no immediate estimate of damage from the company
These revised figures also may explain some of the recent strength of the dollar	The two sides also traded accusations about the cost of the Packwood plan	the two sides also traded accusations
Waxman sells a variety of hardware products for the home repair market	It was an audacious claim	it was audacious
The two are also signing a trade agreement	This is the commercial version	this is the commercial
These big stocks greatly influence the Nasdaq Composite Index	Men were a constant complication	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion of a definitive amendment and approvals
Civil suits against planners by clients seeking recovery of funds are increasingly common	Stock prices rallied in active trading	stock prices rallied in trading
It also licenses optically based data storage and retrieval devices	They used their judgment	they used
They looked at the miniature and saw a giant folly	But some Wall Street executives argue that such fears are unwarranted	but some wall street executives argue
He had been associate professor in the department of finance at Seton Hall University	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags most
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Stock prices finished about unchanged Friday in quiet expiration trading	fail to follow
Giant has interests in cement making and newsprint	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
Only now is it undergoing a badly needed facelift	The board expands to seven members	the board expands
The recent sharp stock market decline exacerbated those concerns	Business was slow because many companies were closed yesterday	fail to follow
They looked at the miniature and saw a giant folly	Last week the British displayed unusual political immaturity	last week the british displayed
They looked at the miniature and saw a giant folly	Such armor crushes the soldier	such armor crushes
Giant has interests in cement making and newsprint	Americans place native or native speakers in charge of subsidiaries overseas	americans place
Developers are also eyeing the real estate portfolios of major corporations	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy
