demonstration	test_sentence	response
The closely watched funds rate is what banks charge each other on overnight loans	The Northeast has been holding its own in the population race	fail to follow
Drug companies lost a major liability case	Our teachers are not an important factor in our educational crisis	our teachers are not important
Simpson is an auto parts maker	Analysts had mixed responses to the results	analysts had
The closely watched funds rate is what banks charge each other on overnight loans	Not everyone believes that the good times are over for shippers	not everyone believes the good times are over for shippers
Ashland had a loss	Her story is becoming part of local folklore	fail to follow
The closely watched funds rate is what banks charge each other on overnight loans	Many called it simply a contrast in styles	many called it a contrast in styles
Other network applications have very different goals	But such caution is no guarantee against mistakes	but such caution is
The closely watched funds rate is what banks charge each other on overnight loans	They long made little effort here	fail to follow
It was the highest bid in history for a work of art	Market conditions point to even lower prices next year	market conditions point
Miss Brady is deputy director of the Russian Research Foundation in London	Some machines make charts for presentations	some machines make charts
The company rejected those past proposals	Broader market averages were little changed in the latest session	little changed
Most analysts had expected a sharper decline after the steep rise in August	The company also faces delisting by the National Association of Securities Dealers	the company also faces delisting
The team then proposed modifications in their work process to management	Hostile takeovers are quite a new phenomenon	fail to follow
The company earns about half its revenue overseas and plans further expansion	One ad features a huge robot carrying a voluptuous woman in a faint	one ad features a robot carrying a woman
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The dollar posted gains in quiet trading as concerns about equities abated	the dollar posted gains
The closely watched funds rate is what banks charge each other on overnight loans	Abbie lies back and leaves the frame empty	fail to follow
The recent sharp stock market decline exacerbated those concerns	The joke here is that the Giants lost by de fault	the joke here is that the giants lost by default
The team then proposed modifications in their work process to management	Wilfred closed its Massachusetts schools earlier this year	wilfred closed its schools earlier this year
He had been associate professor in the department of finance at Seton Hall University	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday
The legal fight was the subject of a Wall Street Journal story yesterday	They speak volumes about the state of our society at a given moment	they speak volumes
Civil suits against planners by clients seeking recovery of funds are increasingly common	But the market turmoil could be partially beneficial for some small businesses	fail to follow
Housing has been weak all year and especially so in the past five months	Their discomfort is a healthy sign for the rest of us	their discomfort is a healthy sign for us
Ashland had a loss	There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	there are a few ramshackle fishing towns
East Bloc pollution data typically have been state secrets	Americans place native or native speakers in charge of subsidiaries overseas	fail to follow
