demonstration	test_sentence	response
Now it is their fellow Turks arriving as refugees from Bulgaria	He no longer crowds the plate	he no longer
Waxman sells a variety of hardware products for the home repair market	Copper prices fell sharply Friday afternoon	copper prices fell
Recruiter Donald Clark does note an increase in searches for minority candidates	They did me some good	they did me
Never once did she gasp for air or mop her brow	The Polish rat will eat well this winter	the polish rat will eat well
These revised figures also may explain some of the recent strength of the dollar	The case went on appeal to the Second Circuit	the case went on appeal
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	And his outlook improved after successful cataract surgery in August	his outlook improved after successful cataract surgery in august
Employees wore identification badges listing not only their names but also their dates of hire	Poland makes no machinery for a plant on that scale	poland makes
Now it is their fellow Turks arriving as refugees from Bulgaria	Small business is bracing for an avalanche of similar proposals next year	small business is bracing
Other network applications have very different goals	Poverty remains far more widespread among blacks than other Americans	poverty remains far more widespread among blacks
Only now is it undergoing a badly needed facelift	It is a peaceful time in this part of western India	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	But they are also talking about new magazines	fail to follow
Housing has been weak all year and especially so in the past five months	Drug companies lost a major liability case	fail to follow
He hit the lanes three years ago on the advice of his doctor	People start their own businesses for many reasons	people start businesses for many reasons
They looked at the miniature and saw a giant folly	Loyalty lags most for utilitarian products like trash bags and batteries	loyalty lags most
Connaught is a biotechnology research and vaccine manufacturing concern	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is
Those current holders would also receive minority interests in the new company	It is merely the most obvious	it is merely
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Judges will write the real bill as suits roll through the courts	judges will write the real bill as suits roll through courts
He had been associate professor in the department of finance at Seton Hall University	Van Nghe quickly made influential enemies	van nghe quickly made
Those current holders would also receive minority interests in the new company	But the chain is quickly realizing the pitfalls of such endorsements	but the chain is quickly realizing
The company reported good gains in all of its divisions	And he added that manufactured goods exports are still rising	and he added
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	And transfer control of much of it to Capitol Hill	and transfer control of much of it
The mining zone has thus remained one of the most desolate places in Africa	But there is no solid evidence that the Khmer Rouge have changed	but there is no solid evidence
Giant has interests in cement making and newsprint	The company can go about its business	the company can
Never once did she gasp for air or mop her brow	But they are also talking about new magazines	but they are also talking about new mags
