demonstration	test_sentence	response
Civil suits against planners by clients seeking recovery of funds are increasingly common	Labor problems top the list	fail to follow
It also licenses optically based data storage and retrieval devices	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday
The report of the bankruptcy filing stunned Hollywood executives and investors	These big stocks greatly influence the Nasdaq Composite Index	these big stocks greatly influence
Simpson is an auto parts maker	The dollar weakened against most other major currencies	the dollar weakened
The recent sharp stock market decline exacerbated those concerns	We now know that the words were not always his own	fail to follow
Broader averages also posted modest gains	This hurts the price of corporate bonds	this hurts the price of bonds
Their verdict on real estate is almost the same	New telephone lines posted healthy growth	fail to follow
Drug companies lost a major liability case	One big obstacle is that few drugstores develop the film anymore	one big obstacle is that few drugstores develop the film
Housing has been weak all year and especially so in the past five months	She has also served on several task forces on acquired immune deficiency syndrome	she has served on several task forces on acquired immune deficiency syndrome
The legal fight was the subject of a Wall Street Journal story yesterday	Nguyen Van Chan is living proof that old ways die hard	nguyen van chan is
Size and weight considerations also have limited screen displays	This starts in the construction phase through the use of minority contractors and local workers	this starts in the construction phase through the use of minority contractors and locals
It also licenses optically based data storage and retrieval devices	The ambitious Warsaw project still awaits approval by city officials	the ambitious warsaw project still awaits approval
Giant has interests in cement making and newsprint	He cut her hair	he cut
Drug companies lost a major liability case	The problem here is not in the concept but in its lack of discrimination	the problem here is not in the concept
Repeat customers also can purchase luxury items at reduced prices	But transportation officials worry that such extraordinary measures and cooperation may not last	but officials worry that such measures and cooperation may not last
Developers are also eyeing the real estate portfolios of major corporations	The plan would impose a brief freeze on physician fees next year	the plan would impose a brief freeze
The legal fight was the subject of a Wall Street Journal story yesterday	Yet her intensity stops and starts with the music	yet her intensity stops and starts
Most analysts had expected a sharper decline after the steep rise in August	Surveys suggested that consumer confidence was high before Friday	surveys suggested consumer confidence was high before friday
These revised figures also may explain some of the recent strength of the dollar	Stock prices rallied in active trading	stock prices rallied
These big stocks greatly influence the Nasdaq Composite Index	It has some of the highest costs in the league	it has some of the highest costs
Employees wore identification badges listing not only their names but also their dates of hire	Americans place native or native speakers in charge of subsidiaries overseas	americans place
Waxman sells a variety of hardware products for the home repair market	Whether she can meet that ambitious goal is still far from certain	whether she can meet
Simpson is an auto parts maker	Deal stocks led the market down as they absorbed the heaviest losses	deal stocks led
Only now is it undergoing a badly needed facelift	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
