demonstration	test_sentence	response
Broader averages also posted modest gains	They promised yet more for really good stuff	they promised yet more
Both the Peasants and Rural Solidarity are forming new political parties for farmers	But weak car sales raise questions about future demand from the auto sector	but weak car sales raise questions
The company rejected those past proposals	But some money managers are doing just that	some money managers are doing
That means huge travel bills	This is not the case	not the case
Miss Brady is deputy director of the Russian Research Foundation in London	But the chain is quickly realizing the pitfalls of such endorsements	but the chain is
Employees wore identification badges listing not only their names but also their dates of hire	Measures of manufacturing activity fell more than the overall measures	measures fell
These revised figures also may explain some of the recent strength of the dollar	The project has been in and out of the pipeline for more than a decade	the project has been in and out of the pipeline
Some industry groups consistently weather the storm better than others	Yet the bill is riding high on the furor over drug trafficking	fail to follow
They looked at the miniature and saw a giant folly	That structural lack is crucial because investors are the only source of market liquidity	that structural lack is crucial
East Bloc pollution data typically have been state secrets	They long made little effort here	they long made little effort
Housing has been weak all year and especially so in the past five months	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has remained one of the most desolate places in africa
Their verdict on real estate is almost the same	This is partly due to the particular demands of the crop	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	Florida National said yesterday that it remains committed to the merger	florida national said
Miss Brady is deputy director of the Russian Research Foundation in London	But many proponents of Filipino see resistance to the language finally crumbling	but many proponents of filipino see
Employees wore identification badges listing not only their names but also their dates of hire	The inquiry soon focused on the judge	the inquiry focused
Never once did she gasp for air or mop her brow	The deal requires regulatory and shareholder approval	the deal requires regulatory and shareholder
It arrived just as the regulator handling such operations was retiring	The board will be made up of seven directors of each holding company	the board will be made up of seven directors of holding company
The company reported good gains in all of its divisions	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges
The closely watched funds rate is what banks charge each other on overnight loans	Many resorts also are focusing more on the service side of their business	resorts are focusing more on the service side of their business
Housing has been weak all year and especially so in the past five months	The scientists have experimented on the tiny neck arteries of rats	fail to follow
Broader averages also posted modest gains	But there are no scientific data on this question	but there are no scientific data
The legal fight was the subject of a Wall Street Journal story yesterday	Accepted theories of asset pricing offer a perfectly legitimate explanation	accepted theories of asset pricing offer
They looked at the miniature and saw a giant folly	Motorola is fighting back against junk mail	motorola is fighting back
Some industry groups consistently weather the storm better than others	The relative calm in Tokyo proved little comfort to markets opening up in Europe	fail to follow
