demonstration	test_sentence	response
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Measures of manufacturing activity fell more than the overall measures	measures of manufacturing activity fell more than the overall
But even a little appeal has a lot of attraction these days	Sun also reported a record backlog of orders	sun reported a record backlog of orders
Waxman sells a variety of hardware products for the home repair market	The joke here is that the Giants lost by de fault	the joke here is
Recruiter Donald Clark does note an increase in searches for minority candidates	The dispute was the subject of a Wall Street Journal article in August	the dispute was the subject
Simpson is an auto parts maker	These are real costs	these are
Analysts had mixed responses to the results	Right away you notice the following things about a Philip Glass concert	right away you notice
But weak car sales raise questions about future demand from the auto sector	That cost rises in times of high market volatility	that cost rises
The report of the bankruptcy filing stunned Hollywood executives and investors	They talked of the home run	they talked of
The report of the bankruptcy filing stunned Hollywood executives and investors	Some nights he slept under his desk	some nights he slept under
The company rejected those past proposals	The chimney is a pile of bricks on the front lawn	the chimney is
Size and weight considerations also have limited screen displays	Brooks Brothers is also remodeling its stores	brooks brothers is also remodeling
The company rejected those past proposals	Yet the bill is riding high on the furor over drug trafficking	yet the bill is riding high
Civil suits against planners by clients seeking recovery of funds are increasingly common	He ticks off several major differences between now and two years ago	fail to follow
You already know the answer	But another big problem has been the aging of baby boomers	another big problem has been the aging of baby boomers
It also licenses optically based data storage and retrieval devices	These are curious times in South African politics	curious times
Only now is it undergoing a badly needed facelift	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly as trading activity slowed
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	The Northeast has been holding its own in the population race	the northeast has been holding
The closely watched funds rate is what banks charge each other on overnight loans	London shares closed moderately lower in thin trading	london shares closed lower in thin trading
Drug companies lost a major liability case	New Jersey Bell awaits state clearance	new jersey bell awaits
The dispute was the subject of a Wall Street Journal article in August	Some even see a silver lining in the dark clouds	some even see
The recent sharp stock market decline exacerbated those concerns	The excess supply pushed gasoline prices down in that period	the excess supply pushed gasoline prices down
They looked at the miniature and saw a giant folly	The company also makes optical character recognition equipment	the company also makes
Most analysts had expected a sharper decline after the steep rise in August	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered a pay raise
Opponents show that there are already more funds available than commendable reform efforts	The local American Legion color guard led the way	the local american legion color guard led
