demonstration	test_sentence	response
He expects Citicorp to take a similar step this year	The deal would require approval by a majority of Jaguar shareholders	the deal would require approval by jaguar shareholders
Wang had previously forecast a loss	The team then proposed modifications in their work process to management	the team then proposed modifications in their work process
Their verdict on real estate is almost the same	Rising operating expenses are another problem	rising operating expenses are another
Housing has been weak all year and especially so in the past five months	American institutional investors have never had a large appetite for Japanese equities	fail to follow
It arrived just as the regulator handling such operations was retiring	It is also planning another night of original series	fail to follow
Repeat customers also can purchase luxury items at reduced prices	Funds for drilling may inch up more next year if oil prices stay stable	funds for drilling may inch up more next year
Analysts expect others to show a similar pattern	The laws take effect next month	the laws take effect
Now it is their fellow Turks arriving as refugees from Bulgaria	The heavy buying in the last half hour led the specialists to take special steps	fail to follow
Opponents show that there are already more funds available than commendable reform efforts	His boss complained about neglect of other chores	his boss complained about neglect
East Bloc pollution data typically have been state secrets	He has too readily swallowed the case for the activist law school culture	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	Uncertainty dogs every aspect of their lives	uncertainty dogs every aspect of their
He had been associate professor in the department of finance at Seton Hall University	Americans place native or native speakers in charge of subsidiaries overseas	americans place
Opponents show that there are already more funds available than commendable reform efforts	Liquidity is not a service	liquidity is not
Housing has been weak all year and especially so in the past five months	The ultimate hope is that the technique could identify diseased vessels	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	The machine began shipping at the end of last year	the machine began at the end of last year
It arrived just as the regulator handling such operations was retiring	He hit the lanes three years ago on the advice of his doctor	fail to follow
He hit the lanes three years ago on the advice of his doctor	Some even see a silver lining in the dark clouds	even a silver lining in dark clouds
The company rejected those past proposals	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
Most earn high ratings from credit agencies	Each has an equal vote at the monthly meetings	each has
The company rejected those past proposals	Opponents show that there are already more funds available than commendable reform efforts	opponents show
Other network applications have very different goals	Employees wore identification badges listing not only their names but also their dates of hire	employees wore identification badges
Simpson is an auto parts maker	The carriers were competing fiercely for market share	the carriers were competing
You already know the answer	The peril of unlimited liability looms large for a number of them now	unlimited liability looms large for them now
Miss Brady is deputy director of the Russian Research Foundation in London	Creative accounting is a hallmark of federal credit	creative accounting is
