demonstration	test_sentence	response
The dispute was the subject of a Wall Street Journal article in August	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is
He hit the lanes three years ago on the advice of his doctor	It is hoped that other Japanese would then follow the leader	it is hoped that other would then follow the leader
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	That means huge travel bills	fail to follow
Those current holders would also receive minority interests in the new company	One big problem has been the thoroughbred racehorse market	one big problem has been
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	She has also served on several task forces on acquired immune deficiency syndrome	she has also served on several task forces
But even a little appeal has a lot of attraction these days	We had great success in Somalia	great success in somalia
Most analysts had expected a sharper decline after the steep rise in August	Hostile takeovers are quite a new phenomenon	takeovers are quite a new phenomenon
That means huge travel bills	Nobody has any credible estimate	nobody has
Analysts expect others to show a similar pattern	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are at seasonally adjusted annual rates
You built your career on prejudice and hate	The four lawyers climbed out from under a table	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	The local American Legion color guard led the way	the local american legion
Simpson is an auto parts maker	The dispute was the subject of a Wall Street Journal article in August	the dispute was
He hit the lanes three years ago on the advice of his doctor	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean diminished issuance of mortgage issues during the next few weeks
But weak car sales raise questions about future demand from the auto sector	Surveys suggested that consumer confidence was high before Friday	surveys suggested that consumer confidence was high
Recruiter Donald Clark does note an increase in searches for minority candidates	He takes over a school system in the midst of radical reform	he takes over a school system
The two are also signing a trade agreement	One of the two British companies still making hard toilet paper stopped production of it	one of the two british companies still making hard toilet paper stopped production
The report of the bankruptcy filing stunned Hollywood executives and investors	Some are even coming up with their own novel designs	some are even coming up with their own designs
Housing has been weak all year and especially so in the past five months	The average recession lasts about a year	fail to follow
You built your career on prejudice and hate	Sometimes repairs are out of the question	fail to follow
Most analysts had expected a sharper decline after the steep rise in August	These revised figures also may explain some of the recent strength of the dollar	these revised figures may explain some of the recent strength of the dollar
You already know the answer	It is a bureaucratic country	its bureaucratic
Never once did she gasp for air or mop her brow	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders had suspended their lawsuits
He hit the lanes three years ago on the advice of his doctor	But observers expect broad support	observers expect broad support
He hit the lanes three years ago on the advice of his doctor	But some saw it as a classic negotiating tactic	some saw it as a classic negotiating tactic
