demonstration	test_sentence	response
He expects Citicorp to take a similar step this year	The loss of more customers is the latest in a string of problems	the loss of more customers is the latest problem
Never once did she gasp for air or mop her brow	Names are resigning at an even faster pace this year	names are resigning at an even faster pace this
The two are also signing a trade agreement	Some Wall Street firms monitor for recordkeeping purposes	some wall street firms monitor
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	He turned himself in to authorities in New York earlier this year	he turned himself in
It arrived just as the regulator handling such operations was retiring	Your story is an insult to the citizens of the Mississippi Delta	fail to follow
Recruiter Donald Clark does note an increase in searches for minority candidates	They do indeed want their own nation	they do indeed want
Most analysts had expected a sharper decline after the steep rise in August	The lack of any new cash probably would still leave the banks dissatisfied	fail to follow
That means huge travel bills	One such company is Bankers Trust Co	one such company is
Size and weight considerations also have limited screen displays	Two more securities firms bowed to the outcry over program trading	two more securities firms bowed to the outcry
They looked at the miniature and saw a giant folly	Joanne Lipman contributed to this article	joanne lipman contributed
The closely watched funds rate is what banks charge each other on overnight loans	There are few factories and no mines	there are few factories and mines
Recruiter Donald Clark does note an increase in searches for minority candidates	Scientists also are exploring memory and perception with the new machines	scientists also are exploring
The dispute was the subject of a Wall Street Journal article in August	The result is that the unthinkable and illogical are happening	the result is
The company rejected those past proposals	Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	commodity futures prices reflected
These big stocks greatly influence the Nasdaq Composite Index	He said that the research team had no financial stake in the drug	he said that the research team had no financial stake
The recent sharp stock market decline exacerbated those concerns	It added that no discussions about such a sale are under way	fail to follow
Civil suits against planners by clients seeking recovery of funds are increasingly common	The plan lacked a withdrawal timetable	the plan lacked a withdrawal
Simpson is an auto parts maker	Both firms are in New York	both firms are
Broader averages also posted modest gains	The appointments are part of a planned succession at the company	the appointments are part of a planned succession
The company reported good gains in all of its divisions	The entire opera is her dream	the entire opera
Other network applications have very different goals	Poachers would control the underground trade	poachers would control
The report of the bankruptcy filing stunned Hollywood executives and investors	Most analysts had expected a sharper decline after the steep rise in August	most analysts had expected a sharper decline
These big stocks greatly influence the Nasdaq Composite Index	Hostile takeovers are quite a new phenomenon	fail to follow
Drug companies lost a major liability case	The carriers were competing fiercely for market share	the carriers were competing fiercely
