demonstration	test_sentence	response
Most earn high ratings from credit agencies	It is hoped that other Japanese would then follow the leader	it is hoped that others would follow
The company rejected those past proposals	Civil suits against planners by clients seeking recovery of funds are increasingly common	civil suits against planners are increasingly common
The engine plant may encompass plans for a joint components venture with Jaguar	Judges will write the real bill as suits roll through the courts	judges will write the real bill
These big stocks greatly influence the Nasdaq Composite Index	Two workers died and six remain in the hospital	two workers died and six remain
Analysts expect others to show a similar pattern	Judges will write the real bill as suits roll through the courts	judges will write the real bill as suits roll
Other network applications have very different goals	But you know about campaign promises	fail to follow
But even a little appeal has a lot of attraction these days	Businessmen took their cue from the engineers	businessmen took their cue from engineers
The company rejected those past proposals	He visits the same department every two or three weeks	he visits
He hit the lanes three years ago on the advice of his doctor	Part of the answer lies in the nature of the industry	the answer lies in the nature of the industry
Analysts had mixed responses to the results	They lied to me on the recruiting trip	they lied to me
Analysts expect others to show a similar pattern	It has more drug users than Boston has people	it has more drug users than boston has
Analysts had mixed responses to the results	Moscow and Kabul must have found that information useful	moscow and kabul must have found
Drug companies lost a major liability case	Farmers lay down before the bulldozers	farmers lay down
He expects Citicorp to take a similar step this year	Americans place native or native speakers in charge of subsidiaries overseas	americans place native or native speakers in charge of subsidiaries
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	veterans affairs loan guarantees have quadrupled in the past eight years
The company rejected those past proposals	For months the resistance has been defenseless against air attack	for months the resistance has been defenseless
It is hoped that other Japanese would then follow the leader	The Pentagon is a haunted house	the pentagon is a house
Connaught is a biotechnology research and vaccine manufacturing concern	It is a peaceful time in this part of western India	it is
These revised figures also may explain some of the recent strength of the dollar	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
The report of the bankruptcy filing stunned Hollywood executives and investors	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass plans for a joint components venture
The legal fight was the subject of a Wall Street Journal story yesterday	Prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	prices closed mixed
East Bloc pollution data typically have been state secrets	Your story is an insult to the citizens of the Mississippi Delta	fail to follow
It is hoped that other Japanese would then follow the leader	Canadian investment rules require that big foreign takeovers meet that standard	canadian investment rules require that big foreign takeovers meet
Wang had previously forecast a loss	Nguyen Van Chan is living proof that old ways die hard	nguyen van chan is living proof
