demonstration	test_sentence	response
Connaught is a biotechnology research and vaccine manufacturing concern	He has too readily swallowed the case for the activist law school culture	he has
Repeat customers also can purchase luxury items at reduced prices	But that was all of three months ago	but that was three months ago
The company rejected those past proposals	Investors welcomed the move	investors welcomed
The company rejected those past proposals	Nausea and vomiting are other common side effects	nausea and vomiting are
Recruiter Donald Clark does note an increase in searches for minority candidates	Not even all the brokerage firms see clear sailing ahead	not even all the brokerage firms see
He hit the lanes three years ago on the advice of his doctor	Yet these figures show only the most visible part of the problem	these figures show only the most visible part of the problem
Analysts had mixed responses to the results	Some found it on the screen of a personal computer	some found it
The company earns about half its revenue overseas and plans further expansion	The market is still very touchy about rumors and news on pending takeovers	the market is touchy about rumors and news on pending takeovers
Analysts had mixed responses to the results	He was back in jail over the summer on shoplifting charges	he was back in jail
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Corporate due process appeals to management for a variety of reasons	corporate due process appeals
You already know the answer	The Janus Group had a similar recording for investors	janus group had a similar recording
The report of the bankruptcy filing stunned Hollywood executives and investors	Bosses have big ears these days	bosses have big ears
The recent sharp stock market decline exacerbated those concerns	Corn futures prices rose slightly while wheat prices settled mixed	corn futures prices rose slightly
That means huge travel bills	Risk is also a function of time	risk is also
The team then proposed modifications in their work process to management	They promised yet more for really good stuff	they promised more for really good stuff
Other network applications have very different goals	Mervin Lung remains chairman and chief executive officer	mervin lung remains
Ashland had a loss	The recent sharp stock market decline exacerbated those concerns	the recent sharp stock market decline exacerbated those
Some industry groups consistently weather the storm better than others	The West Germans then took over and finally found Markus Hess	fail to follow
Ashland had a loss	He expects Citicorp to take a similar step this year	he expects citicorp to take
Connaught is a biotechnology research and vaccine manufacturing concern	Estimated volume was a light two million ounces	estimated volume was
The key here is the ambition of state Attorney General John Van de Kamp	Manufacturers Hanover had a loss due to a big reserve addition	due to a big reserve addition
The company rejected those past proposals	German and Dutch investors reportedly loaded up on Kellogg Co	investors reportedly loaded up on kellogg co
Their verdict on real estate is almost the same	Merck is one of the most important stocks in the Major Market Index	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	Business was slow because many companies were closed yesterday	business was slow
