demonstration	test_sentence	response
Miss Brady is deputy director of the Russian Research Foundation in London	But lawmakers of both parties agree that the streamlining was temporary	lawmakers agree
He expects Citicorp to take a similar step this year	The result is mistrust and criticism from all around	the result is criticism from all around
They looked at the miniature and saw a giant folly	The figures are at seasonally adjusted annual rates in trillions of dollars	the figures are
Connaught is a biotechnology research and vaccine manufacturing concern	He takes over a school system in the midst of radical reform	he takes over
Most earn high ratings from credit agencies	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced
It also licenses optically based data storage and retrieval devices	The election was by secret ballot in the General Assembly	the election was
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has thus remained
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The legal fight was the subject of a Wall Street Journal story yesterday	the legal fight was the subject of a wall street journal story
Never once did she gasp for air or mop her brow	It was an audacious claim	it was audacious
Civil suits against planners by clients seeking recovery of funds are increasingly common	The report of the bankruptcy filing stunned Hollywood executives and investors	fail to follow
Repeat customers also can purchase luxury items at reduced prices	Dow Jones is the publisher of The Wall Street Journal	fail to follow
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	Funds for drilling may inch up more next year if oil prices stay stable	fail to follow
Only now is it undergoing a badly needed facelift	The third principal in the South Gardens adventure did have garden experience	the third principal in the south gardens adventure did have experience
Connaught is a biotechnology research and vaccine manufacturing concern	The loss of the cigarette account would be a severe blow to Wells Rich	the loss of the cigarette account would be
It was the highest bid in history for a work of art	They will be the next hot magazines	they will be
Most earn high ratings from credit agencies	The journalistic consensus was that the earthquake made the World Series seem unimportant	the journalistic consensus was
The mining zone has thus remained one of the most desolate places in Africa	Both are mining concerns	both are mining
Housing has been weak all year and especially so in the past five months	Yet the bill is riding high on the furor over drug trafficking	the bill is riding high on the furor over drug trafficking
The legal fight was the subject of a Wall Street Journal story yesterday	An additional benefit is the creation of jobs	an additional benefit is
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The announcement fueled speculation for future advances in the shares	the announcement fueled speculation
Waxman sells a variety of hardware products for the home repair market	The deal would require approval by a majority of Jaguar shareholders	fail to follow
These big stocks greatly influence the Nasdaq Composite Index	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing
Miss Brady is deputy director of the Russian Research Foundation in London	Both companies are regional carriers in the Southwest	both companies are
Size and weight considerations also have limited screen displays	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy about rumors and news
