demonstration	test_sentence	response
It was the highest bid in history for a work of art	The four lawyers climbed out from under a table	fail to follow
The company earns about half its revenue overseas and plans further expansion	Magazine publishers are facing spiraling costs and a glut of new titles	magazine publishers are facing new titles
Waxman sells a variety of hardware products for the home repair market	Rents have soared along with house prices	rents have soared
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies	Several other banks have similar applications pending	several other banks have similar applications
He expects Citicorp to take a similar step this year	The August drop was the fourth decline in five months	the august drop was the fourth decline
The mining zone has thus remained one of the most desolate places in Africa	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is subject to completion
Civil suits against planners by clients seeking recovery of funds are increasingly common	It was an audacious claim	audacious claim
Recruiter Donald Clark does note an increase in searches for minority candidates	Chandler might have been predicting the course of his own career	chandler might have been predicting
The company reported good gains in all of its divisions	The Panamanian affair is only the tip of a more alarming iceberg	the panamanian affair is
You built your career on prejudice and hate	But the chain is quickly realizing the pitfalls of such endorsements	but the chain is realizing the pitfalls of such endorsements
They looked at the miniature and saw a giant folly	Yet he has proved more resilient than any of them	yet he has proved more resilient
But weak car sales raise questions about future demand from the auto sector	The red granite mausoleum draws thousands of visitors daily	the red granite mausoleum draws thousands of visitors
Only now is it undergoing a badly needed facelift	These are real costs	real costs
These revised figures also may explain some of the recent strength of the dollar	Still others are looking at overseas markets	fail to follow
Now it is their fellow Turks arriving as refugees from Bulgaria	This hurts the price of corporate bonds	this hurts
Their verdict on real estate is almost the same	Advertisers attribute this shared loyalty to the striking similarity among brands	fail to follow
The report of the bankruptcy filing stunned Hollywood executives and investors	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing a takeover proposal
Civil suits against planners by clients seeking recovery of funds are increasingly common	Our teachers are not an important factor in our educational crisis	fail to follow
The mining zone has thus remained one of the most desolate places in Africa	The problem here is not in the concept but in its lack of discrimination	the problem here is not in the concept
Opponents show that there are already more funds available than commendable reform efforts	The reality is that Bank finances are rock solid	the reality is that bank finances are
The company earns about half its revenue overseas and plans further expansion	Analysts expect further jitters this week	fail to follow
Their verdict on real estate is almost the same	Both figures were record highs	both figures were record
These revised figures also may explain some of the recent strength of the dollar	New Jersey Bell awaits state clearance	new jersey bell awaits
Employees wore identification badges listing not only their names but also their dates of hire	Paris loved her at first sight	paris loved
