demonstration	test_sentence	response
He expects Citicorp to take a similar step this year	Los Angeles will be the site of a new entertainment division for the ad agency	fail to follow
You already know the answer	One ad features a huge robot carrying a voluptuous woman in a faint	fail to follow
The company earns about half its revenue overseas and plans further expansion	This phenomenon often makes stock prices swing wildly at the end of the trading session	this phenomenon often makes stock prices swing wildly at the end of trading
Analysts expect others to show a similar pattern	This starts in the construction phase through the use of minority contractors and local workers	fail to follow
Never once did she gasp for air or mop her brow	The challengers will have a big price advantage	fail to follow
Simpson is an auto parts maker	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday
Wang had previously forecast a loss	The inquiry soon focused on the judge	the inquiry soon focused
The company rejected those past proposals	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed is too unresponsive
The report of the bankruptcy filing stunned Hollywood executives and investors	It has more drug users than Boston has people	it has more drug users than boston has
Only now is it undergoing a badly needed facelift	The British government also strongly opposes the charter in its current form	the british government also strongly opposes the charter
The report of the bankruptcy filing stunned Hollywood executives and investors	Most expect the decline in New York stock prices to continue this week	most expect the decline in new york stock prices to continue
Analysts expect others to show a similar pattern	The two are also signing a trade agreement	the two are also signing
Ashland had a loss	He cut her hair	fail to follow
Size and weight considerations also have limited screen displays	Most earn high ratings from credit agencies	most earn high ratings
Both the Peasants and Rural Solidarity are forming new political parties for farmers	You already know the answer	you already know
Recruiter Donald Clark does note an increase in searches for minority candidates	Other major players in intimate apparel apparently feel the same way	other major players in intimate apparel apparently feel
These big stocks greatly influence the Nasdaq Composite Index	Treasury bonds ended slightly higher in light trading	treasury bonds ended slightly higher
Never once did she gasp for air or mop her brow	Drug companies lost a major liability case	fail to follow
It also licenses optically based data storage and retrieval devices	Major European auction houses are turning increasingly to specialized sales	major european auction houses are turning increasingly
It arrived just as the regulator handling such operations was retiring	British government bonds surged on renewed volatility in the stock market	fail to follow
The legal fight was the subject of a Wall Street Journal story yesterday	First Interstate made the move under pressure from regulators	first interstate made the move
Never once did she gasp for air or mop her brow	But this raises added cost barriers to urban entrepreneurship	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps
Most earn high ratings from credit agencies	First Interstate made the move under pressure from regulators	first interstate made the move
